gene,logFC,adj.P.Val,module,GS_RA,kME_own
TPI1,-0.222447417309305,0.00019886369786541,brown,-0.314,0.697
TAF13,0.222095618778985,0.0407994254191502,yellow,0.179,0.376
PRR3,-0.222061307969003,0.000939640760499922,brown,-0.313,0.615
FBXL5,0.221889273350323,0.000108158217794917,yellow,0.413,0.838
NXF1,-0.221748290074949,0.000400783612348148,brown,-0.333,0.594
RCBTB2,0.22169527954051,0.0364160312586913,yellow,0.295,0.747
GPR155,0.221529829414603,0.0293420357251057,yellow,0.228,0.471
ZBTB7A,-0.2214586418477,0.00876000385922183,brown,-0.437,0.723
EEF2,-0.221224073225665,5.24388345360669e-05,brown,-0.489,0.741
GPD2,0.221194578910722,0.0474187754549763,yellow,0.414,0.449
SPPL2B,-0.221108991365333,0.00609127138203657,brown,-0.386,0.408
MRPS34,-0.220970150212274,0.00760023447567499,brown,-0.3,0.554
SPTY2D1,0.220891198426903,0.00807659554101812,yellow,0.163,0.549
NDUFB9,-0.220822376083195,0.00213562302279405,brown,-0.34,0.66
HAUS5,-0.220675934632785,0.0264587664499494,brown,-0.317,0.624
SNAP47,-0.220654837624404,0.000174756456395483,brown,-0.306,0.556
ZNF783,-0.220636608341514,0.00285132861098357,brown,-0.295,0.348
TMEM150A,-0.220172422669878,0.00745774498489071,brown,-0.167,0.322
ZCCHC11,-0.220036008373469,0.0409184000094506,brown,-0.288,0.456
MRPL49,-0.21994549166987,0.00172120920868973,brown,-0.425,0.724
LRFN3,-0.21985397449117,0.00996181485469736,brown,-0.272,0.336
MRPL41,-0.219766461197372,0.0175970124131827,brown,-0.189,0.471
JAGN1,-0.21966578925779,0.00667267644877488,brown,-0.305,0.585
EXOC2,-0.219426393105132,0.0179491389860815,brown,-0.37,0.55
PAPOLA,0.219187416201613,0.000179160344785447,yellow,0.339,0.706
GOLGA7,0.219080351672044,5.1703116657511e-05,yellow,0.297,0.748
SRBD1,0.218662289277763,0.0381022830265756,yellow,0.44,0.473
INO80E,-0.218658897826414,0.00662819468325874,brown,-0.311,0.537
VAMP1,-0.218284366787952,0.0139015358766557,brown,-0.327,0.399
CTBP1,-0.218205165692475,6.54443814607491e-05,brown,-0.475,0.797
ALG8,-0.218118724505278,0.00593959606433342,brown,-0.317,0.617
TRMT1,-0.218028247971107,0.0130476721297234,brown,-0.317,0.446
SIK2,-0.217646918658023,0.0199663528806365,brown,-0.273,0.46
AHCY,-0.217561313960962,0.00681846976796589,brown,-0.247,0.451
CUL4B,0.217535334259717,7.82117366308426e-05,yellow,0.428,0.686
ABCC10,-0.217312840390847,0.00475884874638909,brown,-0.399,0.604
LAGE3,-0.217302136368706,0.0139156736027597,brown,-0.217,0.518
JAK1,-0.217064606414457,0.000102987864147621,brown,-0.477,0.68
PARP8,0.217032721324537,0.0174714098283393,yellow,0.315,0.713
COMMD7,-0.217027470249371,0.00483560690605632,brown,-0.29,0.602
TRADD,-0.217016725732462,0.00475316062776403,brown,-0.192,0.467
HHEX,0.217004030089243,0.0325458508865985,yellow,0.298,0.64
ITPA,-0.216986196369543,0.00355465637865527,brown,-0.361,0.651
IK,-0.216922645332295,0.000988036267676858,brown,-0.35,0.594
SLC25A42,-0.216867407428056,0.00934281307309265,brown,-0.322,0.522
OPA3,-0.216529537685332,0.0119854604763874,brown,-0.292,0.616
DDX46,-0.216506962319324,0.00114373456271397,brown,-0.45,0.581
PSMD7,-0.216108107901252,0.00206849283440133,brown,-0.351,0.658
RPUSD3,-0.216072078296379,0.0146332868623481,brown,-0.322,0.523
DKFZP586I1420,-0.216048746395366,0.00107777975929913,brown,-0.259,0.608
CDC5L,0.216043099438923,0.00312251726246913,yellow,0.329,0.487
FBXW5,-0.215933886774171,0.0122410713071696,brown,-0.226,0.529
NOL10,-0.215898243075226,0.00324095949934211,brown,-0.262,0.532
INTS6,0.21576864528428,0.0132488558373303,yellow,0.172,0.497
POLA2,-0.215632499259718,0.00890626522474952,brown,-0.034,0.422
ARNTL,0.215562460359291,0.00914987402715104,yellow,0.321,0.651
WDR90,-0.215510735136703,0.0495478710604211,brown,-0.204,0.426
ANGEL1,-0.215418141687765,0.00278304077831995,brown,-0.382,0.533
FARS2,-0.215317483815889,0.0320921312694128,brown,-0.341,0.39
SH2B1,-0.214948187846452,0.0118901871743064,brown,-0.383,0.611
C10orf2,-0.21477916017568,0.0295542617054886,brown,-0.297,0.492
POLE,-0.214601584281032,0.00880562009015177,brown,-0.276,0.51
HMGXB3,-0.214529634917735,0.0225191521989172,brown,-0.289,0.573
FAM83H,-0.214444824024687,0.0424121537574522,brown,-0.203,0.449
DCTD,-0.21409773491456,0.00574754512794623,brown,-0.401,0.682
GIPC3,-0.21398416400792,0.0209119810604151,brown,-0.23,0.422
SDHD,0.213464434843036,0.0204485243897897,yellow,0.227,0.509
APOBEC3D,-0.213199413358974,0.0432455478747076,brown,-0.32,0.511
WFS1,-0.213138070173325,0.0490303246089796,brown,-0.175,0.347
ATP5G1,-0.213086159297464,0.00949840816111971,brown,-0.357,0.686
SFMBT1,-0.213069517513885,0.0328204661737722,brown,-0.273,0.603
DMWD,-0.21297288512516,0.0380125257988042,brown,-0.326,0.462
ZNF48,-0.212645179426654,0.0420793926354533,brown,-0.353,0.508
MED31,0.212517212107678,0.00411033471368179,yellow,0.351,0.593
TMEM203,-0.212469865831121,0.000592809126718971,brown,-0.339,0.54
LARS2,-0.212277710632055,0.015324567643751,brown,-0.258,0.343
DTX3,-0.212228381974063,0.0394410532441757,brown,-0.324,0.38
IL2RG,-0.212210083824041,0.0176347188135442,brown,-0.343,0.713
C1orf123,-0.21219127617071,7.6993929760804e-05,brown,-0.296,0.597
FDX1L,-0.212183665666656,0.0219488917745151,brown,-0.353,0.466
TMEM201,-0.212182462544726,0.0270190946925258,brown,-0.341,0.587
NUFIP2,0.21207782085092,0.00740285122556528,yellow,0.213,0.445
BYSL,-0.212002260725445,0.036035182742875,brown,-0.328,0.408
DAG1,-0.211986775322975,0.042709399142115,brown,-0.375,0.595
DNAJC7,-0.211892127084625,0.0105381232948163,brown,-0.23,0.492
GHDC,-0.211731230388768,0.0306505133733649,brown,-0.2,0.415
FBXW8,-0.211710050115711,0.0270190946925258,brown,-0.29,0.407
IKBKB,-0.211701126496134,0.00927169451036159,brown,-0.356,0.528
PORCN,-0.211462360554709,0.013663181308809,brown,-0.331,0.482
SYF2,0.211448643916224,0.000832947319390688,yellow,0.49,0.599
DNM1,-0.211369009577373,0.0327798896586721,brown,-0.175,0.299
DHX38,-0.211346154649233,0.0148270846123744,brown,-0.281,0.537
RASSF1,-0.211235692524209,0.0150569531443472,brown,-0.397,0.63
TTLL1,-0.211218999637404,0.0231808793712101,brown,-0.194,0.404
LYRM1,0.211180048735426,0.00454503428374265,yellow,0.365,0.566
TMEM59,0.210959998132273,0.000237299326203947,yellow,0.48,0.733
DET1,-0.210931551002234,0.0444053548829888,brown,-0.156,0.436
B3GALT6,-0.210593695105575,0.0075518441145898,brown,-0.164,0.403
CIRBP,-0.210531900303782,0.00108452540076954,brown,-0.437,0.722
TM9SF2,0.210494564647616,0.000911702376824334,yellow,0.326,0.717
TSPAN32,-0.210221502292623,0.0386514679462168,brown,-0.249,0.457
DICER1,0.210191929573854,0.0266823959854779,yellow,0.114,0.318
ZNF264,-0.210172537099615,0.0319546782931434,brown,-0.412,0.578
DND1,-0.210052541791387,0.0225227066617896,brown,-0.328,0.642
FAHD2A,-0.209991679354825,0.0218257008424983,brown,-0.342,0.559
RUNX2,0.209875233459121,0.0185532762294909,yellow,0.056,0.433
C8orf82,-0.209755655705214,0.00635520871789909,brown,-0.075,0.322
NDUFA9,-0.209492447504405,0.0091165776340732,brown,-0.222,0.564
VPS37A,0.209259966935468,0.0164542662751912,yellow,0.214,0.388
TBCC,0.209002502652663,0.0211821270692751,yellow,0.306,0.577
NBN,0.208901208464523,0.0050644658638124,yellow,0.348,0.56
CENPO,-0.208283740439144,0.0220740450418336,brown,-0.19,0.446
WRAP53,-0.208144256172542,0.00400526391599458,brown,-0.361,0.595
MBD5,0.207597751943883,0.0277106693543198,yellow,0.213,0.384
ZNF76,-0.207034617533691,0.00492207894608501,brown,-0.315,0.609
NUP50,0.206916205345671,0.00876546900540383,yellow,0.348,0.746
TEX10,-0.206819757471656,0.00921496753319378,brown,-0.299,0.587
ZC3HAV1,-0.206714817387572,0.0381901308955586,brown,-0.241,0.512
ANAPC13,0.206652434019443,0.00394409834268804,yellow,0.29,0.494
HINT2,-0.206586850065199,0.0131139682987116,brown,-0.188,0.407
NDUFB10,-0.206496794295636,0.00501244931678681,brown,-0.285,0.544
AIF1,0.206493667845377,0.02587037896199,yellow,0.243,0.459
NSMAF,0.206454675556133,0.0150117230208651,yellow,0.314,0.683
NFX1,-0.206156248981524,0.0478171404840703,brown,-0.383,0.508
FAM49B,0.205881627339475,0.000956393496572474,yellow,0.441,0.819
TRAPPC6A,-0.205725527489943,0.041298421872208,brown,-0.297,0.589
SLC5A2,-0.205583035308448,0.0105099592751443,brown,-0.208,0.318
ERGIC3,-0.205439893516257,0.0025682297257344,brown,-0.316,0.69
PWWP2B,-0.205354350289879,0.00164108165449923,brown,-0.241,0.516
RAB5A,0.205242892475747,0.0165778915050401,yellow,0.354,0.798
C11orf24,-0.205122550763877,0.0183350770289731,brown,-0.381,0.561
MRPS12,-0.204857928204136,0.00955861076806154,brown,-0.186,0.36
KIFC3,-0.204778859289891,0.0456173848151053,brown,-0.106,0.331
FAM199X,0.204749606436375,0.0184371685004304,yellow,0.29,0.646
AFG3L2,-0.204426992458895,0.0175565181106111,brown,-0.275,0.446
ST6GALNAC6,-0.204365072212103,0.0469275084644672,brown,-0.234,0.579
THRAP3,-0.204280921755567,0.00181328423576334,brown,-0.356,0.637
TRUB2,-0.204113660755765,0.0149439648711721,brown,-0.337,0.643
TGOLN2,-0.203915653809097,0.0001475812846928,brown,-0.393,0.654
HNRNPU,-0.203884085755686,0.00374579288435471,brown,-0.51,0.617
TOPBP1,0.203513356361813,0.0025878717880984,yellow,0.205,0.597
CFL1,-0.203480874495394,0.00316823781448235,brown,-0.343,0.664
YWHAB,-0.203398418636073,0.000298742727420904,brown,-0.389,0.714
EIF1AD,-0.203397448085939,0.00385721970881693,brown,-0.418,0.655
SSSCA1,-0.203385030874023,0.0158899185614932,brown,-0.229,0.552
CDK4,-0.202986496087539,0.0137605446092449,brown,-0.396,0.69
WDR55,-0.202891142206532,0.00196301534671979,brown,-0.241,0.623
XPR1,0.201966688853869,0.00330616453329582,yellow,0.291,0.479
CYC1,-0.20171858838671,0.0010400421304926,brown,-0.246,0.589
ZNF217,0.201581114967553,0.00182593995676705,yellow,0.228,0.621
QRICH1,-0.201544544309978,0.00307211448070003,brown,-0.487,0.785
C9orf142,-0.20141982726495,0.0308599825993335,brown,-0.395,0.595
DDB2,-0.201262566001502,0.0494864472483615,brown,-0.133,0.551
HSD17B11,0.201049601404945,0.00235612928629677,yellow,0.454,0.8
BTN3A1,-0.200422844161413,0.027854825576621,brown,-0.254,0.527
YTHDF1,-0.200416483990271,0.000607865167668889,brown,-0.493,0.625
R3HCC1,-0.199986737587451,0.0279966979938143,brown,-0.299,0.525
PIAS3,-0.199967393367763,0.00557612673916686,brown,-0.449,0.569
BTRC,-0.199862982169305,0.0102221790764903,brown,-0.353,0.561
RPRD2,-0.199796110741648,0.0362871032829283,brown,-0.259,0.415
DLST,-0.199742887077321,0.0192981713888306,brown,-0.272,0.567
PIK3AP1,0.199155053291072,0.00802926649059736,yellow,0.259,0.563
GIPC2,0.199112169550382,0.00934117964368166,yellow,0.223,0.33
PSMB6,-0.198932483922788,0.00229739641479001,brown,-0.117,0.404
ILVBL,-0.198912941900918,0.000868790928287273,brown,-0.215,0.474
AIM1,-0.198903624243145,0.00410668902798971,brown,-0.266,0.534
P4HTM,-0.198689599854342,0.00506695794412678,brown,-0.259,0.5
E2F3,0.198268098589443,0.00890977848607374,yellow,0.183,0.563
SART3,-0.198213182969315,0.0167723869517395,brown,-0.347,0.568
APBA3,-0.197943431578783,0.011122115412014,brown,-0.299,0.549
C5orf42,-0.197559234917899,0.0188290417375862,brown,-0.21,0.34
AIFM1,-0.197253238959254,0.00151534738084169,brown,-0.272,0.599
SLC25A3,-0.197205154399247,0.00091339406191381,brown,-0.415,0.792
CYS1,-0.196064792096593,0.00772056039688074,brown,-0.194,0.388
PROSC,-0.195987879235575,0.000826702600147556,brown,-0.352,0.604
FOXJ3,-0.19591274817891,0.041935134872503,brown,-0.38,0.413
ZNF853,-0.195805129843757,0.0267454483464525,brown,-0.177,0.342
TACO1,-0.195703533009555,0.0171818559304889,brown,-0.208,0.551
CPSF3,-0.195359235618704,0.00851120634097711,brown,-0.222,0.441
DPP3,-0.195032998149809,0.0180559395713234,brown,-0.361,0.574
SEC24B,0.195005214791804,0.00467878727114857,yellow,0.215,0.653
MTOR,-0.194764171424188,0.018313880134511,brown,-0.281,0.541
FBXL15,-0.194561345387168,0.0151862015035528,brown,-0.194,0.416
ETV3,0.194540072162864,0.0232236842136994,yellow,0.152,0.486
TRAF2,-0.193923815379491,0.0379389307973348,brown,-0.208,0.482
EIF2B1,-0.193890106006627,0.000512137122163281,brown,-0.401,0.631
OAT,0.193288614994409,0.0179885424977711,yellow,0.397,0.663
FDFT1,-0.192965955502921,0.00757313964885915,brown,-0.342,0.6
DHX9,-0.192521696505282,0.00733356305496,brown,-0.322,0.465
R3HDM2,-0.192194888749943,0.00202831536133255,brown,-0.424,0.645
MRPL55,-0.191686509132413,0.0342163060485741,brown,-0.336,0.626
SURF2,-0.191348510187373,0.0250711274174534,brown,-0.364,0.606
DCAF5,-0.191322700623817,0.00337973274536525,brown,-0.393,0.675
ASAH1,0.191281823495434,0.00174382848011022,yellow,0.403,0.705
ZNF296,-0.190907547731517,0.0235573676276658,brown,-0.201,0.469
TSR2,-0.190661107997343,0.0490663009952971,brown,-0.326,0.628
ZFYVE26,-0.190529417836566,0.0181386326785174,brown,-0.244,0.425
ARFIP2,-0.190436042290273,0.003413355047843,brown,-0.318,0.593
BLCAP,-0.190327447586267,0.00468594415946174,brown,-0.319,0.556
MTCH2,-0.190291872981209,0.00246434212566001,brown,-0.311,0.701
CLIP1,0.190110372474765,0.00795791577270379,yellow,0.294,0.582
MAPRE1,-0.189693728990811,0.00831455415535533,brown,-0.307,0.588
FANCE,-0.189553940822429,0.00558604125119937,brown,-0.333,0.423
DPH2,-0.1886183200676,0.00681488748002433,brown,-0.334,0.4
TRIM68,-0.188404266814106,0.00598914471791586,brown,-0.256,0.557
SAMHD1,-0.188369172902345,0.00841912375237277,brown,-0.283,0.468
EIF4H,-0.188295787589907,0.0024440765386996,brown,-0.322,0.677
STK38,-0.187731899706741,0.00129131029644973,brown,-0.284,0.69
XRCC3,-0.187683468931917,0.0313311762847269,brown,-0.183,0.396
MBD1,-0.186968183391302,0.00133218473714637,brown,-0.425,0.576
TGFBRAP1,-0.186568502623534,0.0317244235051501,brown,-0.347,0.606
PEPD,-0.186160063531216,0.00409044225479355,brown,-0.237,0.531
AFTPH,0.185832242310744,0.00258337592591546,yellow,0.28,0.689
PREP,-0.185712977269285,0.00356735192553673,brown,-0.196,0.429
COQ4,-0.185608863269184,0.0326460857706949,brown,-0.335,0.608
USP34,-0.18544213932208,0.000672813395654218,brown,-0.409,0.653
PWP1,-0.18531596346712,0.0346971939498646,brown,-0.418,0.554
PSMB5,-0.185188017937858,0.00492793353597066,brown,-0.131,0.417
VPS35,-0.184913385702516,0.0011916007660409,brown,-0.288,0.554
POLR2G,-0.184820253512307,0.000155364449488456,brown,-0.272,0.68
RC3H1,0.184572260647798,0.00569856238396765,yellow,0.384,0.816
EI24,-0.184523949917259,0.00576585180014003,brown,-0.35,0.54
LZTR1,-0.18386130742446,0.0149663478177783,brown,-0.365,0.634
PLA2G12A,-0.183363796611944,0.0409184000094506,brown,-0.224,0.409
ZNF70,-0.183150272239176,0.0434911090341823,brown,-0.236,0.42
ADAT3,-0.182829182557292,0.0491996270118156,brown,-0.129,0.343
DUS1L,-0.18269541446884,0.0117289382711084,brown,-0.401,0.653
EIF3D,-0.182522641684596,0.0267315687234769,brown,-0.422,0.618
COMMD4,-0.182469119311658,0.0313475648290005,brown,-0.16,0.561
TEX264,-0.18227619461239,0.00950843618935715,brown,-0.347,0.573
M6PR,-0.182101064844523,0.0111912503497769,brown,-0.394,0.545
TBL2,-0.181892733879453,0.0138000714426792,brown,-0.324,0.416
ACTR1B,-0.181870143208191,0.00442229283332105,brown,-0.228,0.481
GPATCH1,-0.181801970526504,0.0256077237623452,brown,-0.294,0.492
TARBP2,-0.181783730195858,0.0182901387602658,brown,-0.192,0.399
DCP1B,-0.181703515191822,0.0489879175438647,brown,-0.285,0.533
MBTPS1,-0.18146019350948,0.0326363198862677,brown,-0.171,0.419
ZDHHC24,-0.181452297576088,0.0425629488271354,brown,-0.158,0.52
MRPL4,-0.181367388896208,0.0135108064515939,brown,-0.308,0.627
C14orf169,-0.180525151221437,0.0173582367586745,brown,-0.294,0.63
S100A10,-0.18050841378197,0.038235683837011,brown,-0.186,0.453
MTDH,-0.180507072260557,0.00699469447668702,brown,-0.353,0.607
CRADD,0.180178651292646,0.0347559755012195,yellow,0.36,0.57
PITPNB,-0.179834025522384,0.00119412461785676,brown,-0.43,0.688
PPIL2,-0.179756284760292,0.0206011055449312,brown,-0.289,0.557
SLC37A1,-0.179571003262483,0.0488809872781323,brown,-0.211,0.325
FAM181A,-0.179344428088387,0.0277860886320704,brown,-0.046,0.283
TIMM44,-0.179256162450228,0.0230987760775089,brown,-0.319,0.493
SLC22A17,-0.178883740065165,0.0314546080272886,brown,-0.164,0.47
ZNF740,-0.178031533104132,0.0179413150839005,brown,-0.103,0.318
TOB2,-0.177716590530478,0.0476277149343316,brown,-0.365,0.477
MRPL12,-0.177401239119489,0.0290486263525973,brown,-0.133,0.318
DNAJB6,0.177035097055747,0.00981917971162864,yellow,0.265,0.383
LGI4,-0.176679348449527,0.0218349635821037,brown,-0.191,0.334
NFE2L2,0.176391087853702,0.0201336667033749,yellow,0.291,0.68
RBMS1,0.176280736272004,0.00583595685726213,yellow,0.28,0.447
TMEM57,-0.17568106496242,0.0329142706006566,brown,-0.206,0.462
ALX4,-0.175638257630591,0.0156452226845736,brown,-0.202,0.316
SRRM1,-0.175456105044961,0.00084284882750961,brown,-0.508,0.728
CCNDBP1,0.175045072665618,0.00123394980964518,yellow,0.445,0.644
ANXA7,-0.17479784585183,0.000289695540926099,brown,-0.449,0.584
COX6B1,-0.174455214413836,0.00358352804755185,brown,-0.269,0.611
HIC2,-0.174430080315896,0.0175970124131827,brown,-0.267,0.443
PRPSAP1,-0.174013983113096,0.0197387156016306,brown,-0.223,0.426
DRG2,-0.173603317621268,0.0197216690597069,brown,-0.441,0.672
TRIM3,-0.173420756289027,0.00802741347621612,brown,-0.137,0.369
ALKBH6,-0.173253571957364,0.0197216690597069,brown,-0.308,0.557
YEATS2,-0.172902956246112,0.0416159145111588,brown,-0.337,0.498
SLC25A5,-0.172286818017756,0.00620356944570896,brown,-0.332,0.59
FBXO34,0.172068506985899,0.0357839032564641,yellow,0.263,0.489
FAF2,-0.171530608764973,0.00407312870333433,brown,-0.339,0.372
ALAD,-0.171235459018922,0.0100049358947202,brown,-0.323,0.452
CCT5,-0.17052943097122,0.00580376671745204,brown,-0.13,0.316
TXNDC12,0.169566940345271,0.0291684096232382,yellow,0.407,0.616
LUC7L2,-0.169254296288726,0.0455286745175697,brown,-0.329,0.611
SPPL2A,0.169172578296465,0.0222908321779345,yellow,0.349,0.591
B2M,0.169050326510641,8.86557533436417e-05,yellow,0.5,0.741
ARID1B,-0.168773656323939,0.0181404574718672,brown,-0.452,0.532
MAP3K10,-0.167027552834086,0.0290691635867119,brown,-0.218,0.387
CLPP,-0.167017046896324,0.0278703010536713,brown,-0.349,0.51
PHF1,-0.16693401836461,0.0484781678575725,brown,-0.359,0.574
KCTD10,-0.166709176159414,0.027815410847145,brown,-0.171,0.436
ASXL1,-0.166281268579676,0.00225734517947909,brown,-0.438,0.512
RHOT2,-0.166216250421545,0.0315099276758741,brown,-0.344,0.541
TMEM208,0.166062141337146,0.0279330979347946,yellow,0.277,0.326
TOE1,-0.165833733101143,0.0371927548074475,brown,-0.368,0.553
FAM200B,0.16522499786302,0.0189363527069218,yellow,0.381,0.549
EWSR1,-0.165013580278913,0.00474976466828167,brown,-0.406,0.546
FARP2,-0.164551061800348,0.0211911923599322,brown,-0.277,0.331
DEGS1,0.164407587574397,0.0347460854753161,yellow,0.32,0.658
CUL1,-0.163811415096856,0.0432317713705743,brown,-0.319,0.533
POLR3C,-0.16343960195459,0.044650219970433,brown,-0.333,0.482
CCDC106,-0.162924997105392,0.0369314717552549,brown,-0.3,0.473
APH1A,-0.162908567291057,0.00715894990088261,brown,-0.251,0.599
MED29,-0.162532462458949,0.0119036510681787,brown,-0.372,0.601
CIB1,-0.16174758913902,0.0429180814694914,brown,-0.276,0.547
DCAF8,-0.160820861937134,0.0288133829369806,brown,-0.318,0.594
SLC25A28,-0.160663010916722,0.0252214681297324,brown,-0.129,0.409
VIP,0.160268904939768,0.0392455644758246,yellow,0.154,0.331
CLEC7A,0.158733315202204,0.0268172120473115,yellow,0.295,0.581
USF2,-0.158436135115827,0.00962498288467743,brown,-0.294,0.659
NAALADL1,-0.157879330023654,0.0432014612115672,brown,-0.136,0.423
MAPK1IP1L,-0.157602915870453,0.0208287044349146,brown,-0.338,0.585
SUMO3,-0.157368303686271,0.00845757422348012,brown,-0.309,0.547
MEA1,-0.1570187913747,0.0444494895411064,brown,-0.201,0.443
G6PC3,-0.156906720601378,0.0492927460006542,brown,-0.284,0.571
MLYCD,-0.156905599659518,0.0226774769525897,brown,-0.156,0.318
USP25,0.156664377091168,0.0298068682152744,yellow,0.384,0.538
CERK,-0.156306979960802,0.0151593051908398,brown,-0.379,0.453
CSTF1,-0.15620284976711,0.0179899164933949,brown,-0.238,0.451
TBC1D10A,-0.156086988124821,0.0450576456639722,brown,-0.207,0.375
ARHGEF6,-0.155850433642996,0.00543993728958611,brown,-0.337,0.618
TBCB,-0.155456416774307,0.0185521566369341,brown,-0.214,0.543
TMBIM4,0.154835117976776,0.00274312426808401,yellow,0.458,0.78
TRIP10,-0.154739153161231,0.0304995883562418,brown,-0.183,0.325
KPNA4,0.153797880052284,0.00802926649059736,yellow,0.257,0.692
MRPS11,-0.15265361128058,0.0106404953014443,brown,-0.22,0.318
INTS5,-0.152609099735987,0.024633881450988,brown,-0.34,0.568
CIAPIN1,-0.152280407029215,0.0246921205584396,brown,-0.324,0.549
PMVK,-0.152050139857744,0.039867156691546,brown,-0.219,0.538
VDAC2,-0.151950828542075,0.000822573185989105,brown,-0.311,0.626
CHADL,-0.151631142879104,0.0423877163151844,brown,-0.229,0.383
FAM120A,0.151543223666823,0.0133820617256395,yellow,0.193,0.495
RAB3GAP1,-0.15128848198503,0.0318554057295617,brown,-0.203,0.354
RNF113A,-0.148769631410858,0.0117943235532249,brown,-0.41,0.633
SNRNP40,-0.148720966337608,0.0492927460006542,brown,-0.296,0.563
MTCH1,-0.148552042328975,0.00911877301305557,brown,-0.21,0.385
PREB,-0.148537071698317,0.0103401141689962,brown,-0.295,0.561
NIPSNAP1,-0.148348975905501,0.0495478710604211,brown,-0.35,0.504
MED27,-0.147470016754574,0.0331284400228373,brown,-0.225,0.574
AMZ2,-0.147320881684952,0.00282092264050666,brown,-0.257,0.4
PDHA1,-0.146764334547068,0.0276930313424196,brown,-0.259,0.452
PSMB7,-0.146030389165436,0.0289251041811809,brown,-0.087,0.351
PDIA6,-0.144988734289444,0.048564888797848,brown,-0.144,0.307
NONO,-0.144985598880849,0.00328949822903944,brown,-0.47,0.747
USP8,0.144246632151245,0.0342544994827463,yellow,0.189,0.549
SPG7,-0.144152723762819,0.0447434593305791,brown,-0.109,0.373
HIRIP3,-0.142900200611179,0.0367987641046702,brown,-0.157,0.398
CCDC120,-0.141726824564683,0.0440514262876796,brown,-0.263,0.527
USP7,-0.14105984136303,0.00795815845496792,brown,-0.467,0.628
DGCR6L,-0.139585989790025,0.0365688614710118,brown,-0.221,0.31
TXN2,-0.139577844767686,0.0290691635867119,brown,-0.136,0.365
C14orf119,-0.138461812956823,0.00989628147939714,brown,-0.206,0.48
KLF2,-0.138330427131701,0.0307504636799269,brown,-0.323,0.536
GSTK1,-0.138036131128432,0.0301368237583765,brown,-0.236,0.577
NUP85,-0.137958443193548,0.0394643188530624,brown,-0.254,0.481
INTS12,0.13727100938575,0.0441010588413037,yellow,0.299,0.436
CDK13,-0.131932259436427,0.0103932821762617,brown,-0.354,0.47
PIGC,-0.131863324355938,0.0281159569894683,brown,-0.134,0.388
CUL3,0.131048737724269,0.038471017714504,yellow,0.243,0.62
PPP2CA,0.125152325868944,0.0172014083692662,yellow,0.241,0.553
FYB,0.124053674160008,0.0256950624771129,yellow,0.356,0.751
HBP1,0.122318234813178,0.0412021034578143,yellow,0.37,0.68
MAX,-0.121146681891892,0.0367155776017596,brown,-0.292,0.606
PABPC1,-0.119457491709987,0.0183619080779087,brown,-0.338,0.658
TPM3,-0.116716517997259,0.011654303545965,brown,-0.39,0.69
IRF2BP2,-0.115549200066895,0.029845935973381,brown,-0.433,0.566
RBM15B,-0.114757021028798,0.0212854184787186,brown,-0.282,0.574
ARPC3,0.114185720533493,0.0421299730506122,yellow,0.279,0.495
SLC39A9,-0.107172352029623,0.0220966653053646,brown,-0.318,0.491
