ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
MF,GO:0004842,ubiquitin-protein transferase activity,94/2412,383/14323,0.245430809399478,1.4574235004265,4.08322063262803,6.33075600249246e-05,0.00753359964296603,0.00678982836758548,ANAPC11/ARIH2/ASB1/BCOR/BIRC6/BTRC/CBLB/CNOT4/CUL3/CUL9/DDB2/DTX1/FBXL5/FBXO10/FBXO21/FBXO30/FBXW8/HECTD3/HECW2/HERC1/IRF2BP1/KCTD10/LONRF1/MDM4/MED1/MED27/MED30/MED31/MYCBP2/NEURL4/NFX1/PCGF3/PELI1/PELI3/PJA2/PPIL2/PRPF19/RC3H1/RFWD3/RING1/RNF103/RNF11/RNF111/RNF113A/RNF114/RNF115/RNF121/RNF126/RNF13/RNF139/RNF141/RNF145/RNF146/RNF216/RNF220/RNF25/RNF26/RNF43/RNF5/RNFT1/RPGR/SIAH1/STUB1/TMEM129/TOPORS/TRAF2/TRAF3/TRAF3IP2/TRIM14/TRIM23/TRIM24/TRIM26/TRIM28/TRIM3/TRIM4/TRIM44/TRIM62/TRIM65/TRIM68/UBE2D1/UBE2D3/UBE2G1/UBE2G2/UBE2K/UBE2L3/UBE2W/UBE2Z/UBE3B/UBE3C/UBR3/VPS11/WDR24/ZFP91/ZNRF2,94
CC,GO:0032993,protein-DNA complex,38/2418,132/14434,0.287878787878788,1.71846254104319,3.71979668414875,0.000373637527687186,0.00855501097876867,0.0067946425180138,CDC5L/DMAP1/EP400/ERCC3/GTF2B/GTF2H3/HHEX/ING3/JUP/MAX/MCM3/MCM5/MCM6/MCM7/MED1/NFE2L2/NFYA/PARP1/POLA1/POLA2/POLD1/POLD2/POLD4/PRPF19/RPA1/RPRD2/RUVBL1/RUVBL2/SMARCAL1/SOX12/SP3/SPHK2/TCF7L2/TERF2/TRRAP/VPS72/WDR18/XRCC6,38
CC,GO:0005765,lysosomal membrane,88/2418,375/14434,0.234666666666667,1.40081830714089,3.52786909709812,0.000447394123248978,0.0087788623940744,0.00697243192680925,ABCA3/ABCC10/AHNAK/ANXA2/ANXA6/AP3D1/ATP11A/ATP11B/ATP13A2/ATP6V1D/B2M/CD74/CHMP1B/CHMP2B/CHMP5/CLCN4/CLTA/CYB561/DDOST/DEPDC5/DRAM1/FNIP2/GDAP2/GNAQ/GNB4/GPR155/HLA-DMA/HLA-DPA1/HLA-DPB1/HLA-DRB1/ITFG2/KLC2/LAMP1/LAMP2/LMBRD1/LPCAT1/LRBA/LRRC8A/M6PR/MFSD1/MLST8/MTOR/NPRL2/OSTM1/P2RX4/PRMT1/RAB12/RAB2A/RNF13/RPTOR/SCARB1/SEC13/SLC11A2/SLC15A4/SLC17A9/SLC2A6/SLC36A4/SLC37A3/SLC38A7/SLCO4C1/SPAG9/SPG11/SPHK2/SPNS1/SPPL2A/SPPL2B/STARD3NL/STX7/SURF4/TAB2/TM6SF1/TMEM203/TMEM30A/TMEM59/TMEM63A/TPCN1/TRIM23/TSC1/VAMP7/VOPP1/VPS11/VPS33A/VPS33B/VPS35/WDR24/WDR81/ZFYVE26/ZNRF2,88
CC,GO:0098852,lytic vacuole membrane,88/2418,375/14434,0.234666666666667,1.40081830714089,3.52786909709812,0.000447394123248978,0.0087788623940744,0.00697243192680925,ABCA3/ABCC10/AHNAK/ANXA2/ANXA6/AP3D1/ATP11A/ATP11B/ATP13A2/ATP6V1D/B2M/CD74/CHMP1B/CHMP2B/CHMP5/CLCN4/CLTA/CYB561/DDOST/DEPDC5/DRAM1/FNIP2/GDAP2/GNAQ/GNB4/GPR155/HLA-DMA/HLA-DPA1/HLA-DPB1/HLA-DRB1/ITFG2/KLC2/LAMP1/LAMP2/LMBRD1/LPCAT1/LRBA/LRRC8A/M6PR/MFSD1/MLST8/MTOR/NPRL2/OSTM1/P2RX4/PRMT1/RAB12/RAB2A/RNF13/RPTOR/SCARB1/SEC13/SLC11A2/SLC15A4/SLC17A9/SLC2A6/SLC36A4/SLC37A3/SLC38A7/SLCO4C1/SPAG9/SPG11/SPHK2/SPNS1/SPPL2A/SPPL2B/STARD3NL/STX7/SURF4/TAB2/TM6SF1/TMEM203/TMEM30A/TMEM59/TMEM63A/TPCN1/TRIM23/TSC1/VAMP7/VOPP1/VPS11/VPS33A/VPS33B/VPS35/WDR24/WDR81/ZFYVE26/ZNRF2,88
CC,GO:0046540,U4/U6 x U5 tri-snRNP complex,14/2418,33/14434,0.424242424242424,2.53247111311627,3.95347899633261,0.000449520062347183,0.0087788623940744,0.00697243192680925,EFTUD2/LSM2/LSM4/PRPF18/PRPF3/PRPF31/PRPF4/PRPF6/PRPF8/SNRNP200/SNRNP40/SNRPA/SNRPB/USP39,14
CC,GO:0097526,spliceosomal tri-snRNP complex,14/2418,33/14434,0.424242424242424,2.53247111311627,3.95347899633261,0.000449520062347183,0.0087788623940744,0.00697243192680925,EFTUD2/LSM2/LSM4/PRPF18/PRPF3/PRPF31/PRPF4/PRPF6/PRPF8/SNRNP200/SNRNP40/SNRPA/SNRPB/USP39,14
CC,GO:0101031,protein folding chaperone complex,14/2418,33/14434,0.424242424242424,2.53247111311627,3.95347899633261,0.000449520062347183,0.0087788623940744,0.00697243192680925,CCDC47/CCT5/CCT7/CDC37/HSF1/HSP90AB1/PDRG1/PPP5C/RUVBL1/RUVBL2/SPAG1/STIP1/STUB1/TSC1,14
BP,GO:0006099,tricarboxylic acid cycle,15/2342,31/13904,0.483870967741936,2.87264813641497,4.69767600729791,4.76621890693221e-05,0.00919163845242417,0.00861326849816036,ACO2/CS/DLST/FH/IDH1/IDH2/IDH3A/IDH3B/IDH3G/MDH2/PDHA1/PDHB/SDHA/SDHC/SDHD,15
BP,GO:1903313,positive regulation of mRNA metabolic process,37/2342,116/13904,0.318965517241379,1.89363644394711,4.34981166085238,4.85334580984319e-05,0.00919163845242417,0.00861326849816036,ALKBH5/CELF1/CIRBP/CNOT1/CNOT4/CPEB3/DCP1B/DCP2/DCPS/DHX9/DIS3L2/DND1/ELAVL1/EXOSC10/FTO/HNRNPU/KHSRP/NCL/PABPC1/PAN2/PAN3/PARN/POLR2G/PRPF19/QKI/RBMXL1/RC3H1/ROCK1/SNRNP70/THRAP3/TNRC6A/TNRC6B/WDR77/YTHDF1/YTHDF2/YTHDF3/ZC3HAV1,37
BP,GO:1903311,regulation of mRNA metabolic process,67/2342,251/13904,0.266932270916335,1.58472514723344,4.20732258624511,4.95721628436238e-05,0.00919163845242417,0.00861326849816036,ALKBH5/BAG4/CDK9/CELF1/CIRBP/CNOT1/CNOT4/CPEB3/DCP1B/DCP2/DCPS/DHX9/DIS3L2/DND1/EIF4A3/ELAVL1/EXOSC10/FASTK/FMR1/FTO/FUS/HNRNPA0/HNRNPAB/HNRNPL/HNRNPU/IKBKE/KHSRP/LARP1/NBAS/NCL/PABPC1/PAN2/PAN3/PARN/PCBP4/POLR2G/PRPF19/PTBP1/PUF60/QKI/RBM15B/RBM4/RBM7/RBMXL1/RC3H1/RNASEL/RNPS1/ROCK1/SAP18/SECISBP2/SF1/SNRNP70/SRRM1/TAF15/THRAP3/TNRC6A/TNRC6B/TRAF2/TRAF3IP2/U2AF2/VIP/WDR77/YTHDF1/YTHDF2/YTHDF3/ZBTB7A/ZC3HAV1,67
BP,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",14/2342,28/13904,0.5,2.96840307429547,4.69236869742674,5.38675759259181e-05,0.0093836351282188,0.00879318407337941,BMS1/BYSL/DHX37/ERCC2/HEATR1/KRI1/NOL10/NOP14/PWP2/TSR1/TSR2/UTP20/UTP23/WDR46,14
BP,GO:0072350,tricarboxylic acid metabolic process,10/2342,16/13904,0.625,3.71050384286934,4.88226545634965,5.38726442643042e-05,0.0093836351282188,0.00879318407337941,ACACB/ACLY/ACO2/ASS1/CS/IDH1/IDH2/IDH3A/IDH3B/IDH3G,10
CC,GO:0005643,nuclear pore,26/2418,81/14434,0.320987654320988,1.91610248241073,3.70887094056996,0.000505011983310379,0.00956115617988466,0.0075937527681075,AAAS/AGFG1/AHCTF1/CHMP1B/CHMP2B/CHMP5/EIF5A/KPNA4/MAD1L1/MCM3AP/NUP188/NUP210/NUP50/NUP62/NUP85/NUP93/NXF1/POM121/POM121C/RANBP3/RANGAP1/SEC13/TPR/UBE2I/VPS4A/VPS4B,26
CC,GO:1904813,ficolin-1-rich granule lumen,34/2418,116/14434,0.293103448275862,1.74965060893871,3.63641305227953,0.000518375937463626,0.00956115617988466,0.0075937527681075,ACLY/ACTR10/ACTR1B/ACTR2/ALAD/APEH/ASAH1/C1orf35/CAB39/CDK13/CSNK2B/DERA/DYNLT1/EEF2/FGL2/GMFG/GPI/GSTP1/GUSB/HSP90AB1/IDH1/IMPDH2/JUP/MAPK1/PGM2/PSMA5/PSMB7/PSMC3/PSMD11/PSMD2/PSMD3/PSMD7/XRCC6/YPEL5,34
BP,GO:0006282,regulation of DNA repair,53/2342,188/13904,0.281914893617021,1.67367407380489,4.18548938264748,6.33737742188209e-05,0.0104524120423686,0.00979470981591767,ABL1/ACTR2/ARID1B/BCL7B/BRD7/CDK9/CSNK2A1/DDX11/DHX9/DMAP1/EP400/FH/FMN2/FUS/HSF1/ING3/INO80/INO80E/KAT2A/KDM1A/MGMT/NBN/NFRKB/NUDT16L1/OGG1/PARP1/PARP3/PELI1/POLH/PPP4R2/PRMT1/RNF126/RUVBL1/RUVBL2/SENP3/SF3B3/SMARCA4/SMARCB1/SMARCC1/SMARCC2/SMARCD1/SMCHD1/TAF6/TAF7/TERF2/TFPT/TIMELESS/TMEM161A/TRIM28/TRRAP/UBQLN4/VPS72/WRAP53,53
BP,GO:0061013,regulation of mRNA catabolic process,47/2342,161/13904,0.291925465838509,1.73310490052034,4.21084748353035,6.36455152197113e-05,0.0104524120423686,0.00979470981591767,ALKBH5/CELF1/CIRBP/CNOT1/CNOT4/CPEB3/DCP1B/DCP2/DCPS/DHX9/DIS3L2/DND1/EIF4A3/ELAVL1/FASTK/FMR1/FTO/FUS/HNRNPA0/HNRNPAB/HNRNPU/IKBKE/KHSRP/LARP1/NBAS/PABPC1/PAN2/PAN3/PARN/PCBP4/POLR2G/QKI/RC3H1/RNASEL/ROCK1/SECISBP2/TAF15/THRAP3/TNRC6A/TNRC6B/TRAF2/TRAF3IP2/VIP/YTHDF1/YTHDF2/YTHDF3/ZC3HAV1,47
CC,GO:0000932,P-body,27/2418,86/14434,0.313953488372093,1.87411275895897,3.64709852110503,0.000588328068650092,0.0105581037184773,0.00838555796283631,APOBEC3C/APOBEC3D/APOBEC3F/BTBD2/C9orf72/CNOT1/DCP1B/DCP2/DCPS/DIS3L2/EDC3/EDC4/ELAVL1/LIMD1/LSM2/LSM4/PAN2/PAN3/POLR2G/PSMC3/RC3H1/TNRC6A/TNRC6B/UBAP2/YTHDF1/YTHDF2/YTHDF3,27
BP,GO:0080135,regulation of cellular response to stress,106/2342,443/13904,0.239277652370203,1.42054503781183,4.04861927248298,6.73701089120475e-05,0.0107567607229569,0.0100799078158756,ABL1/ACTR2/AIFM2/APP/ARID1B/BCAP31/BCL7B/BRD7/CD36/CD44/CD74/CDK9/CREB3/CSNK2A1/DDX11/DHX9/DMAP1/DNAJB1/DNAJB6/DNAJC7/ENO1/EP400/FAS/FCGR2B/FH/FLNA/FMN2/FUS/GSTP1/HDAC6/HSF1/HYOU1/ING2/ING3/INO80/INO80E/KAT2A/KDM1A/LETM1/LRRK2/MAPK1/MGMT/MTOR/NBN/NFE2L2/NFRKB/NOD1/NUDT16L1/OGG1/PARP1/PARP3/PELI1/PMAIP1/PNPLA8/POLH/PPP1R15B/PPP4R2/PRMT1/PTGS2/PTPN1/PTPRS/RAD9A/RFWD3/RIPK2/RNF126/RNFT1/RTN4R/RUVBL1/RUVBL2/SEMA4C/SENP3/SF3B3/SKIL/SLC25A14/SLC25A23/SLC7A11/SMARCA4/SMARCB1/SMARCC1/SMARCC2/SMARCD1/SMCHD1/SOX4/STK24/STK25/STUB1/TAF6/TAF7/TELO2/TERF2/TFPT/TIMELESS/TLR4/TMEM161A/TMEM33/TP53/TRIM28/TRRAP/TXNDC12/UBQLN4/UBXN1/USP25/VPS72/WFS1/WRAP53/ZMPSTE24,106
CC,GO:0016442,RISC complex,7/2418,11/14434,0.636363636363636,3.79870666967441,4.16535880746726,0.000646302258738702,0.01129328157375,0.00896945793983628,DCP2/DHX9/DICER1/LIMD1/TARBP2/TNRC6A/XPO5,7
CC,GO:0009295,nucleoid,15/2418,38/14434,0.394736842105263,2.35634060336947,3.75548590673168,0.000713829471547461,0.0118495692276879,0.00941127803277047,ATAD3A/CLPX/DHX30/ELAC2/HADHA/HSD17B10/LONP1/MPG/POLG/POLRMT/SHMT2/SLC25A5/SUPV3L1/TUFM/VDAC2,15
CC,GO:0042645,mitochondrial nucleoid,15/2418,38/14434,0.394736842105263,2.35634060336947,3.75548590673168,0.000713829471547461,0.0118495692276879,0.00941127803277047,ATAD3A/CLPX/DHX30/ELAC2/HADHA/HSD17B10/LONP1/MPG/POLG/POLRMT/SHMT2/SLC25A5/SUPV3L1/TUFM/VDAC2,15
BP,GO:0032784,regulation of DNA-templated transcription elongation,29/2342,85/13904,0.341176470588235,2.02549856834279,4.26812801724184,8.08930371448114e-05,0.0125668426353615,0.011776093060313,BTBD18/CCNT2/CDK13/CDK9/EAPP/HNRNPU/INTS1/INTS12/INTS4/INTS5/INTS6/INTS9/MED1/MED19/MED24/MED26/MED27/MED29/MED30/MED31/MED9/PARP1/PWWP2A/PWWP2B/SUPT16H/SUPT5H/TCEA2/WDR82/ZC3H4,29
BP,GO:0045739,positive regulation of DNA repair,37/2342,119/13904,0.310924369747899,1.84589771006609,4.17079811881288,8.89374151922176e-05,0.0129983957659504,0.0121804913625551,ACTR2/ARID1B/BCL7B/BRD7/DDX11/DHX9/DMAP1/EP400/FH/FMN2/FUS/ING3/INO80/INO80E/MGMT/NBN/NFRKB/PARP1/PARP3/PELI1/PRMT1/RNF126/RUVBL1/RUVBL2/SMARCA4/SMARCB1/SMARCC1/SMARCC2/SMARCD1/SMCHD1/TFPT/TIMELESS/TMEM161A/TRIM28/TRRAP/VPS72/WRAP53,37
BP,GO:0006367,transcription initiation at RNA polymerase II promoter,42/2342,141/13904,0.297872340425532,1.76841034213347,4.12740824199299,9.26182892364072e-05,0.0129983957659504,0.0121804913625551,APOBEC3C/APOBEC3F/ARID1B/BRD7/CDK4/CDK9/E2F3/ERCC2/ERCC3/GTF2B/MAZ/MED1/MED19/MED24/MED26/MED27/MED29/MED30/MED31/MED9/MEN1/NOC2L/OGG1/PAAF1/POLR2G/PPM1D/PWWP2A/RBM14/SMARCA4/SMARCB1/SMARCD1/SPHK2/TAF13/TAF3/TAF6/TAF7/TET2/THRA/TP53/VPS72/WDR5/ZMPSTE24,42
BP,GO:0035384,thioester biosynthetic process,18/2342,43/13904,0.418604651162791,2.48517466685202,4.38980979248455,9.44712601323924e-05,0.0129983957659504,0.0121804913625551,ACACA/ACACB/ACLY/ACSF3/ACSL3/ACSL4/ACSL5/ACSS1/ELOVL5/FASN/GCDH/MLYCD/PDHA1/PDHB/PDK2/PDK4/TECR/TPK1,18
BP,GO:0071616,acyl-CoA biosynthetic process,18/2342,43/13904,0.418604651162791,2.48517466685202,4.38980979248455,9.44712601323924e-05,0.0129983957659504,0.0121804913625551,ACACA/ACACB/ACLY/ACSF3/ACSL3/ACSL4/ACSL5/ACSS1/ELOVL5/FASN/GCDH/MLYCD/PDHA1/PDHB/PDK2/PDK4/TECR/TPK1,18
BP,GO:0006399,tRNA metabolic process,44/2342,150/13904,0.293333333333333,1.74146313692001,4.10914917670052,9.49778396259427e-05,0.0129983957659504,0.0121804913625551,AARS2/ADAT3/CTU2/DICER1/DPH3/DUS1L/DUS3L/ELAC2/ELP3/ELP4/EXOSC10/FARS2/FARSA/FARSB/GTF3C1/GTF3C2/GTF3C5/GTPBP3/HSD17B10/LAGE3/LARS2/LRRC47/METTL2B/MTFMT/NAT10/NSUN3/OSGEP/POLR2L/POLR3A/PUS1/QTRT1/RPP30/SARS2/SLFN13/THADA/TRMT1/TRMT2A/TRMT2B/TRMU/TRUB2/TSEN54/URM1/VARS2/WDR6,44
MF,GO:0061630,ubiquitin protein ligase activity,75/2412,297/14323,0.252525252525253,1.49955190378076,3.91478846400558,0.000130692553401385,0.0139971724692883,0.0126152706809547,ANAPC11/ARIH2/ASB1/BTRC/CBLB/CUL3/CUL9/DTX1/FBXO30/HECW2/IRF2BP1/LONRF1/MED1/MED27/MED30/MED31/MYCBP2/NEURL4/NFX1/PCGF3/PELI1/PELI3/PJA2/PPIL2/PRPF19/RC3H1/RFWD3/RING1/RNF103/RNF11/RNF111/RNF113A/RNF114/RNF115/RNF121/RNF126/RNF13/RNF139/RNF145/RNF146/RNF216/RNF220/RNF25/RNF26/RNF43/RNF5/RNFT1/RPGR/SIAH1/STUB1/TMEM129/TOPORS/TRAF2/TRAF3/TRAF3IP2/TRIM14/TRIM23/TRIM24/TRIM26/TRIM28/TRIM3/TRIM4/TRIM44/TRIM62/TRIM65/TRIM68/UBE2D1/UBE2D3/UBE2K/UBE3B/UBE3C/UBR3/VPS11/WDR24/ZNRF2,75
BP,GO:0006417,regulation of translation,79/2342,315/13904,0.250793650793651,1.48891328805932,3.9502501006611,0.000112136573289719,0.0147924335068609,0.013861641990735,ABCF1/ALKBH5/APP/CALR/CELF1/CIRBP/CNOT1/CPEB2/CPEB3/CPEB4/CSNK2A1/CYFIP1/CYP1B1/DHX9/DUS3L/EEF2/EEFSEC/EIF2B2/EIF2B4/EIF2B5/EIF3B/EIF3D/EIF4A3/EIF4E3/EIF4H/EIF5A/EIF5B/EIF6/ELAVL1/ELP3/ELP4/ETF1/FMR1/GEMIN5/HNRNPU/HSPB1/JMJD4/LARP1/LIMD1/MIF4GD/MPV17L2/MTG1/MTOR/NAT10/NCL/NSUN3/OGFOD1/PABPC1/POLR2G/PPP1CA/PPP1R15B/PRMT1/PTCD3/QKI/RBM4/RBM4B/RGS2/RNF139/RPS6KA3/RPUSD3/SCRIB/SECISBP2/SHMT2/SLC35A4/SOX4/TACO1/TARBP2/TCOF1/TNRC6A/TNRC6B/TPR/TRAP1/TRIM3/TRUB2/TSC1/WFS1/YTHDF1/YTHDF2/YTHDF3,79
BP,GO:0044272,sulfur compound biosynthetic process,46/2342,160/13904,0.2875,1.7068317677199,4.04716305993877,0.000113233659412297,0.0147924335068609,0.013861641990735,ACACA/ACACB/ACLY/ACOT7/ACSF3/ACSL3/ACSL4/ACSL5/ACSS1/ADI1/AKR1A1/ANGPT1/B3GALT6/B3GAT3/B3GNT2/CHST14/CSGALNACT1/CSGALNACT2/DCAKD/DSE/ELOVL5/EXT2/FASN/GCDH/GSS/GSTP1/MLYCD/MTHFD1/MTHFR/NFE2L2/PAPSS2/PDHA1/PDHB/PDK2/PDK4/SLC25A19/SLC35D2/SLC7A11/ST3GAL1/ST3GAL6/TCF7L2/TECR/THTPA/TM9SF2/TPK1/XYLT2,46
CC,GO:0005838,proteasome regulatory particle,10/2418,21/14434,0.476190476190476,2.84256961676317,3.7903808903491,0.00100379475556484,0.0152661820459311,0.0121248528931698,ADRM1/PSMC3/PSMC4/PSMC5/PSMD1/PSMD11/PSMD2/PSMD3/PSMD7/PSMD8,10
CC,GO:0043601,nuclear replisome,10/2418,21/14434,0.476190476190476,2.84256961676317,3.7903808903491,0.00100379475556484,0.0152661820459311,0.0121248528931698,CDC5L/MCM3/POLA1/POLA2/POLD1/POLD2/POLD4/PRPF19/RPA1/SMARCAL1,10
CC,GO:0035097,histone methyltransferase complex,20/2418,59/14434,0.338983050847458,2.023524133967,3.53383819836103,0.00101285607705053,0.0152661820459311,0.0121248528931698,CXXC1/HCFC1/KDM6A/LAS1L/MAX/MEN1/PELP1/PHF1/PHF19/PRPF31/RUVBL1/RUVBL2/SENP3/SETD1A/TAF6/TAF7/TEX10/WDR5/WDR82/ZNF335,20
CC,GO:0098553,lumenal side of endoplasmic reticulum membrane,12/2418,28/14434,0.428571428571429,2.55831265508685,3.70244317999694,0.00102547879002726,0.0152661820459311,0.0121248528931698,ALG3/ALG8/BCAP31/CALR/CD74/HLA-A/HLA-DPA1/HLA-DPB1/HLA-DRB1/SPPL2A/SPPL2B/SPPL3,12
CC,GO:0035770,ribonucleoprotein granule,59/2418,239/14434,0.246861924686192,1.47361663396216,3.31195702746164,0.00103460571094413,0.0152661820459311,0.0121248528931698,ANKRD34A/APOBEC3C/APOBEC3D/APOBEC3F/ATXN2L/BTBD2/C9orf72/CDK9/CELF1/CIRBP/CNOT1/DCP1B/DCP2/DCPS/DDX19A/DHX30/DHX9/DIS3L2/EDC3/EDC4/EIF3B/ELAVL1/FASTK/FMR1/HNRNPL/HNRNPU/HSF1/LARP1/LIMD1/LSM2/LSM4/NCL/NFKBIZ/NUFIP2/NXF1/OGFOD1/PABPC1/PAN2/PAN3/POLR2G/PQBP1/PSMC3/QKI/RBM4/RC3H1/ROCK1/RPTOR/RPUSD3/SYMPK/TNRC6A/TNRC6B/TRUB2/TUBB/UBAP2/UPF2/YTHDF1/YTHDF2/YTHDF3/ZC3H12C,59
BP,GO:0043488,regulation of mRNA stability,43/2342,147/13904,0.292517006802721,1.73661676455381,4.04082108483601,0.000121597262405871,0.0154226738879274,0.0144522254485815,ALKBH5/CELF1/CIRBP/CNOT1/CNOT4/CPEB3/DCP1B/DCP2/DCPS/DHX9/DIS3L2/DND1/ELAVL1/FASTK/FMR1/FTO/FUS/HNRNPA0/HNRNPU/IKBKE/KHSRP/LARP1/PABPC1/PAN2/PAN3/PARN/PCBP4/POLR2G/QKI/RC3H1/RNASEL/ROCK1/SECISBP2/TAF15/THRAP3/TNRC6A/TNRC6B/TRAF2/TRAF3IP2/VIP/YTHDF1/YTHDF2/YTHDF3,43
BP,GO:0033044,regulation of chromosome organization,60/2342,225/13904,0.266666666666667,1.58314830629092,3.96893811319733,0.000123424321302133,0.0154226738879274,0.0144522254485815,ANAPC11/ANAPC2/ANAPC5/ANAPC7/APC/ARID1B/BAZ1B/BCL7B/BRD7/CCT5/CCT7/CDC16/CDK5RAP2/CTCF/CUL3/DCP2/DDX11/EXOSC10/GNL3L/HECW2/HNRNPU/IK/INO80/INO80E/LCMT1/MAD1L1/MAPK1/MORC2/NAT10/NBN/NCAPD2/NCAPH2/NEK7/NFRKB/NUMA1/PARN/PARP1/PARP3/RAD21/RAD50/RB1/RUVBL1/RUVBL2/SENP6/SMARCA4/SMARCB1/SMARCC1/SMARCC2/SMARCD1/SMG6/TERF2/TFPT/TP53/TPR/TRIM28/USP7/WRAP53/XRCC3/YLPM1/ZNF207,60
CC,GO:0005635,nuclear envelope,95/2418,422/14434,0.225118483412322,1.34382141835131,3.21562638105905,0.00116963600555223,0.0168834414714496,0.0134093281185736,AAAS/ABCF1/ABL1/AGFG1/AHCTF1/ANKRD17/APEH/APP/ATP11B/BANF1/BNIP2/C9orf72/CALR/CDK4/CHMP1B/CHMP2B/CHMP5/CUEDC2/DCTN5/DHX37/DMPK/DNASE1/EBP/EI24/EIF5A/EMD/ENO1/FAF1/GHDC/GNAQ/IFFO1/INTS1/INTS5/IPO9/KPNA4/LBR/LMNB2/MAD1L1/MCM3AP/MTDH/MTMR6/MTOR/NOC4L/NR4A1/NUP188/NUP210/NUP50/NUP62/NUP85/NUP93/NXF1/OSBPL7/PAFAH1B1/PARP1/PARP6/PARP8/PLA2G4A/POLA1/POM121/POM121C/POMZP3/PSEN2/PTGDS/PTGS2/RANBP3/RANGAP1/RB1CC1/RBM15B/REPIN1/RETSAT/RNF13/RNF43/RTN4/SCRN1/SEC13/SIGMAR1/SPAST/SUN2/SURF4/SYNE2/TAF3/TM7SF2/TMC6/TMC8/TMEM109/TMEM201/TMEM33/TMX4/TOR1AIP1/TPR/TUBB/UBE2I/VPS4A/VPS4B/ZMPSTE24,95
MF,GO:0061659,ubiquitin-like protein ligase activity,78/2412,315/14323,0.247619047619048,1.4704177525073,3.79898244886904,0.00019076936165192,0.0170351768326975,0.0153533413490428,ANAPC11/ARIH2/ASB1/ATG3/BTRC/CBLB/CUL3/CUL9/DTX1/FBXO30/HECW2/IRF2BP1/LONRF1/MED1/MED27/MED30/MED31/MYCBP2/NEURL4/NFX1/PCGF3/PELI1/PELI3/PIAS3/PJA2/PPIL2/PRPF19/RC3H1/RFWD3/RING1/RNF103/RNF11/RNF111/RNF113A/RNF114/RNF115/RNF121/RNF126/RNF13/RNF139/RNF145/RNF146/RNF216/RNF220/RNF25/RNF26/RNF43/RNF5/RNFT1/RPGR/SIAH1/STUB1/TMEM129/TOPORS/TRAF2/TRAF3/TRAF3IP2/TRIM14/TRIM23/TRIM24/TRIM26/TRIM28/TRIM3/TRIM4/TRIM44/TRIM62/TRIM65/TRIM68/UBE2D1/UBE2D3/UBE2K/UBE3B/UBE3C/UBR3/VPS11/WDR24/ZMIZ2/ZNRF2,78
MF,GO:0016874,ligase activity,34/2412,110/14323,0.309090909090909,1.83545153022765,3.95813951044111,0.000190870328657675,0.0170351768326975,0.0153533413490428,AACS/AARS2/ACACA/ACACB/ACSF2/ACSF3/ACSL3/ACSL4/ACSL5/ACSS1/ASS1/BTRC/CAD/CARNS1/FARS2/FARSA/FARSB/FPGS/GHDC/GSS/HLCS/LARS2/LRRC47/MCCC2/MTHFD1/PCCA/PCCB/PFAS/SAE1/SARS2/TTLL1/TTLL5/UBA3/VARS2,34
CC,GO:0000775,"chromosome, centromeric region",52/2418,207/14434,0.251207729468599,1.49955846449535,3.24744140201364,0.00132013330034353,0.018180514196517,0.0144395016050333,AHCTF1/ANAPC16/APC/BAZ1A/BAZ1B/BRD7/CENPB/CENPO/CENPT/CENPW/CHMP1B/CHMP2B/CHMP5/CHRAC1/CKAP5/CLIP1/CTCF/DAXX/DCTN4/DCTN5/DNMT1/FLYWCH1/FMR1/GTF2B/HNRNPU/HSF1/IKZF1/MAD1L1/NCAPD2/NUP85/PAFAH1B1/PPP1R12A/PPP2CA/PPP2R5A/PSEN2/RAD21/RANGAP1/RCC2/SEC13/SIN3A/SMARCA4/SMARCB1/SMARCC1/SMARCC2/SMARCD1/SMC1A/SUMO3/SUV39H1/SYCP3/TPR/ZNF207/ZNF276,52
CC,GO:0030688,"preribosome, small subunit precursor",7/2418,12/14434,0.583333333333333,3.48214778053488,3.85861995849236,0.00132682860809562,0.018180514196517,0.0144395016050333,BYSL/FTSJ3/NOB1/NOC4L/NOP14/RRP1/UTP20,7
CC,GO:0015030,Cajal body,18/2418,52/14434,0.346153846153846,2.06632945218553,3.45549229168151,0.00135484649233394,0.018180514196517,0.0144395016050333,DDX42/DDX46/EFTUD2/EWSR1/FMR1/GAR1/GEMIN4/HINFP/HMBOX1/LSG1/PRPF3/PRPF31/PRPF4/SART3/SRRM2/TGS1/TOE1/WRAP53,18
CC,GO:0071005,U2-type precatalytic spliceosome,17/2418,48/14434,0.354166666666667,2.1141611524676,3.46836740979479,0.0013690146232317,0.018180514196517,0.0144395016050333,EFTUD2/IK/LSM2/LSM4/PRPF3/PRPF31/PRPF4/PRPF6/PRPF8/RNF113A/SF3A2/SF3A3/SF3B3/SNRNP200/SNRPB/SRRM2/WBP4,17
