gene,module,GS_RA,kME_own,is_disease_module
SHC3,grey,0.001,0.256,FALSE
SHC4,grey,0.124,0.101,FALSE
SHCBP1,grey,0.129,-0.103,FALSE
SHD,grey,-0.007,-0.144,FALSE
SHE,grey,-0.017,-0.292,FALSE
SHF,grey,-0.118,-0.19,FALSE
SHFM1,turquoise,0.229,0.436,FALSE
SHH,grey,-0.07,-0.148,FALSE
SHISA2,turquoise,0.08,0.421,FALSE
SHISA3,grey,-0.047,0.011,FALSE
SHISA4,blue,-0.244,0.378,FALSE
SHISA5,pink,-0.09,0.78,FALSE
SHISA6,grey,0.014,-0.021,FALSE
SHISA7,grey,-0.044,-0.113,FALSE
SHISA9,grey,-0.065,0.046,FALSE
SHKBP1,blue,-0.192,0.785,FALSE
SHMT1,grey,-0.102,-0.132,FALSE
SHMT2,brown,-0.437,0.754,TRUE
SHOC2,yellow,0.444,0.865,TRUE
SHOX,grey,-0.119,-0.058,FALSE
SHOX2,grey,0.077,0.341,FALSE
SHPK,brown,-0.184,0.355,TRUE
SHPRH,turquoise,0.349,0.921,FALSE
SHQ1,turquoise,-0.006,0.627,FALSE
SHROOM1,grey,0.08,0.028,FALSE
SHROOM2,grey,0.097,0.08,FALSE
SHROOM3,grey,-0.07,0.089,FALSE
SHROOM4,grey,0.118,0.234,FALSE
SI,grey,-0.053,0.225,FALSE
SIAE,magenta,-0.007,0.464,FALSE
SIAH1,yellow,0.46,0.841,TRUE
SIAH2,black,-0.003,0.821,FALSE
SIAH3,grey,0.044,0.135,FALSE
SIDT1,green,-0.492,0.8,FALSE
SIDT2,blue,-0.354,0.53,FALSE
SIGIRR,brown,-0.452,0.8,TRUE
SIGLEC1,pink,0.009,0.773,FALSE
SIGLEC11,grey,0.07,0.176,FALSE
SIGLEC15,grey,-0.06,-0.062,FALSE
SIGLEC16,blue,-0.121,0.376,FALSE
SIGLEC5,blue,0.094,0.534,FALSE
SIGLEC6,grey,0.006,0.002,FALSE
SIGLEC7,blue,-0.178,0.657,FALSE
SIGLEC8,tan,-0.137,0.913,FALSE
SIGLEC9,red,0.117,0.735,FALSE
SIGMAR1,brown,-0.282,0.646,TRUE
SIK1,grey,-0.024,-0.012,FALSE
SIK2,brown,-0.273,0.46,TRUE
SIK3,blue,-0.39,0.778,FALSE
SIKE1,turquoise,0.371,0.853,FALSE
SIL1,blue,-0.325,0.553,FALSE
SIM1,grey,-0.023,-0.016,FALSE
SIM2,brown,-0.077,0.304,TRUE
SIN3A,brown,-0.429,0.649,TRUE
SIN3B,blue,-0.284,0.561,FALSE
SIPA1,blue,-0.311,0.902,FALSE
SIPA1L1,blue,-0.087,0.749,FALSE
SIPA1L2,red,0.081,0.801,FALSE
SIPA1L3,brown,-0.447,0.68,TRUE
SIRPA,blue,-0.066,0.69,FALSE
SIRPB1,blue,-0.037,0.786,FALSE
SIRPB2,blue,0.009,0.684,FALSE
SIRPD,red,0.119,0.735,FALSE
SIRPG,green,-0.341,0.71,FALSE
SIRT1,turquoise,0.298,0.777,FALSE
SIRT2,blue,-0.264,0.71,FALSE
SIRT3,brown,-0.248,0.454,TRUE
SIRT4,grey,-0.088,-0.221,FALSE
SIRT5,grey,0.116,-0.177,FALSE
SIRT6,blue,-0.311,0.706,FALSE
SIRT7,blue,-0.213,0.765,FALSE
SIT1,green,-0.316,0.754,FALSE
SIVA1,grey,0.141,-0.042,FALSE
SIX1,grey,-0.016,0.402,FALSE
SIX2,grey,0.101,0.116,FALSE
SIX3,grey,0.125,0.256,FALSE
SIX4,grey,0.079,0.245,FALSE
SIX5,grey,-0.13,-0.259,FALSE
SIX6,grey,0.015,-0.288,FALSE
SKA1,grey,0.031,0.035,FALSE
SKA2,turquoise,0.264,0.623,FALSE
SKA3,grey,-0.055,0.056,FALSE
SKAP1,green,-0.378,0.832,FALSE
SKAP2,blue,-0.014,0.575,FALSE
SKI,blue,-0.287,0.697,FALSE
SKIL,yellow,0.491,0.844,TRUE
SKIV2L,blue,-0.341,0.731,FALSE
SKIV2L2,turquoise,0.259,0.869,FALSE
SKP1,grey,0.017,-0.424,FALSE
SKP2,turquoise,0.15,0.409,FALSE
SLA,red,0.354,0.733,FALSE
SLA2,brown,-0.378,0.679,TRUE
SLAIN1,turquoise,0.042,0.671,FALSE
SLAIN2,turquoise,0.231,0.579,FALSE
SLAMF1,green,-0.199,0.638,FALSE
SLAMF6,brown,-0.362,0.651,TRUE
SLAMF7,greenyellow,-0.214,0.826,FALSE
SLAMF8,pink,-0.011,0.422,FALSE
SLAMF9,grey,-0.099,-0.114,FALSE
SLBP,yellow,0.058,0.332,TRUE
SLC10A1,grey,-0.053,-0.052,FALSE
SLC10A2,grey,0.03,0.165,FALSE
SLC10A3,blue,-0.266,0.58,FALSE
SLC10A4,grey,0.043,0.006,FALSE
SLC10A7,turquoise,0.107,0.308,FALSE
SLC11A1,red,0.083,0.76,FALSE
SLC11A2,brown,-0.365,0.568,TRUE
SLC12A1,grey,-0.046,0.2,FALSE
SLC12A2,turquoise,0.255,0.836,FALSE
SLC12A3,grey,-0.19,-0.095,FALSE
SLC12A4,blue,-0.203,0.462,FALSE
SLC12A5,grey,0.018,0.115,FALSE
SLC12A6,red,-0.05,0.727,FALSE
SLC12A7,brown,-0.256,0.417,TRUE
SLC12A8,grey,0.132,0.006,FALSE
SLC12A9,blue,-0.024,0.629,FALSE
SLC13A1,grey,0.137,0.374,FALSE
SLC13A2,grey,0.001,0.038,FALSE
SLC13A3,grey,-0.096,0.122,FALSE
SLC13A4,grey,-0.045,-0.093,FALSE
SLC13A5,grey,-0.013,0.156,FALSE
SLC14A1,black,0.056,0.613,FALSE
SLC15A1,grey,0.15,0.262,FALSE
SLC15A2,purple,-0.171,0.515,FALSE
SLC15A3,blue,-0.183,0.9,FALSE
SLC15A4,yellow,0.125,0.503,TRUE
SLC16A1,turquoise,0.041,0.326,FALSE
SLC16A10,green,-0.143,0.451,FALSE
SLC16A11,blue,-0.074,0.343,FALSE
SLC16A14,grey,0.214,0.044,FALSE
SLC16A2,grey,-0.011,0.07,FALSE
SLC16A4,blue,-0.288,0.299,FALSE
SLC16A5,blue,0.021,0.627,FALSE
SLC16A6,yellow,0.472,0.629,TRUE
SLC16A7,grey,0.01,-0.042,FALSE
SLC16A8,grey,-0.162,-0.178,FALSE
SLC16A9,grey,0.068,0.057,FALSE
SLC17A1,grey,0.012,0.271,FALSE
SLC17A2,grey,-0.146,-0.13,FALSE
SLC17A3,grey,0.061,0.152,FALSE
SLC17A4,grey,0.041,0.256,FALSE
SLC17A5,grey,0.299,-0.039,FALSE
SLC17A6,grey,-0.023,0.4,FALSE
SLC17A7,blue,-0.043,0.314,FALSE
SLC17A8,grey,0,0.159,FALSE
SLC17A9,brown,-0.274,0.351,TRUE
SLC18A1,grey,0.012,0.095,FALSE
SLC18A2,yellow,0.243,0.382,TRUE
SLC18A3,grey,0.032,-0.042,FALSE
SLC19A1,blue,-0.148,0.849,FALSE
SLC19A2,turquoise,0.481,0.819,FALSE
SLC19A3,grey,-0.087,0.222,FALSE
