sex,module,cor_ME_RA,direction,consistent,gene,logFC,DEG_FDR,kME
Male,brown,-0.59,down in RA,FALSE,CLTA,-0.238835334654178,0.00265671905303723,0.538
Male,brown,-0.59,down in RA,FALSE,CNDP2,-0.41012955155883,3.46787969276646e-05,0.774
Male,brown,-0.59,down in RA,FALSE,CNFN,-0.28895899255966,0.000370628769771821,0.399
Male,brown,-0.59,down in RA,FALSE,CNNM3,-0.330276820612707,0.000843012121130555,0.639
Male,brown,-0.59,down in RA,FALSE,CNOT1,-0.337732062191776,1.08810279067197e-05,0.808
Male,brown,-0.59,down in RA,FALSE,CNOT4,-0.26318169577592,0.00312127757617212,0.699
Male,brown,-0.59,down in RA,FALSE,CNP,-0.381659906800978,0.000146978641241902,0.662
Male,brown,-0.59,down in RA,FALSE,CNTROB,-0.298829525500037,0.000784742144598196,0.47
Male,brown,-0.59,down in RA,FALSE,COG1,-0.373301815767481,0.000223560306648191,0.752
Male,brown,-0.59,down in RA,FALSE,COG2,-0.256099300160169,5.02218742620393e-05,0.659
Male,brown,-0.59,down in RA,FALSE,COG4,-0.361401555916696,8.51820408603172e-05,0.69
Male,brown,-0.59,down in RA,FALSE,COLQ,-0.485467010235058,0.00295640134464651,0.476
Male,brown,-0.59,down in RA,FALSE,COMMD4,-0.182469119311658,0.0313475648290005,0.561
Male,brown,-0.59,down in RA,FALSE,COMMD7,-0.217027470249371,0.00483560690605632,0.602
Male,brown,-0.59,down in RA,FALSE,COMT,-0.358126877642966,0.000239438428181643,0.494
Male,brown,-0.59,down in RA,FALSE,COPS6,-0.34076731905134,3.85232541139178e-06,0.77
Male,brown,-0.59,down in RA,FALSE,COPS7B,-0.299292756992933,7.69747591116111e-06,0.669
Male,brown,-0.59,down in RA,FALSE,COPZ1,-0.261810859463066,0.000826702600147556,0.733
Male,brown,-0.59,down in RA,FALSE,COQ4,-0.185608863269184,0.0326460857706949,0.608
Male,brown,-0.59,down in RA,FALSE,COX6B1,-0.174455214413836,0.00358352804755185,0.611
Male,brown,-0.59,down in RA,FALSE,CPSF1,-0.359851993700634,0.000739544854876053,0.517
Male,brown,-0.59,down in RA,FALSE,CPSF3,-0.195359235618704,0.00851120634097711,0.441
Male,brown,-0.59,down in RA,FALSE,CPSF4,-0.274978336447071,0.000685415610649115,0.725
Male,brown,-0.59,down in RA,FALSE,CREB3,-0.290866422011488,0.000118082026623132,0.553
Male,brown,-0.59,down in RA,FALSE,CREB3L2,-0.234667154277165,0.000625854157411299,0.651
Male,brown,-0.59,down in RA,FALSE,CRELD1,-0.271786572183299,0.0159804906775607,0.342
Male,brown,-0.59,down in RA,FALSE,CROCC,-0.336991928945137,0.00403327752054543,0.52
Male,brown,-0.59,down in RA,FALSE,CRTC3,-0.381336641198927,1.47809617413927e-05,0.749
Male,brown,-0.59,down in RA,FALSE,CRY2,-0.296398778111556,0.000874087538478161,0.709
Male,brown,-0.59,down in RA,FALSE,CRYGS,-0.349506398829284,0.00186459560946451,0.532
Male,brown,-0.59,down in RA,FALSE,CS,-0.377394224827,2.3065252236365e-06,0.77
Male,brown,-0.59,down in RA,FALSE,CSNK2A1,-0.330239596101813,0.000200487279128344,0.72
Male,brown,-0.59,down in RA,FALSE,CSNK2A2,-0.325149325438318,3.79241946284966e-05,0.704
Male,brown,-0.59,down in RA,FALSE,CSNK2B,-0.349288925432634,8.5605769711534e-06,0.834
Male,brown,-0.59,down in RA,FALSE,CSRP1,-0.252436010322109,0.0190990541814799,0.436
Male,brown,-0.59,down in RA,FALSE,CSTF1,-0.15620284976711,0.0179899164933949,0.451
Male,brown,-0.59,down in RA,FALSE,CTBP1,-0.218205165692475,6.54443814607491e-05,0.797
Male,brown,-0.59,down in RA,FALSE,CTCF,-0.367653354290344,1.48667833692887e-05,0.76
Male,brown,-0.59,down in RA,FALSE,CTNNBL1,-0.44573086307004,2.24994008523063e-06,0.772
Male,brown,-0.59,down in RA,FALSE,CTU2,-0.37959695563114,0.000324645568874404,0.654
Male,brown,-0.59,down in RA,FALSE,CUEDC2,-0.320389128253897,3.29904176515506e-05,0.741
Male,brown,-0.59,down in RA,FALSE,CUL1,-0.163811415096856,0.0432317713705743,0.533
Male,brown,-0.59,down in RA,FALSE,CUL9,-0.4220803976714,2.85630562342871e-05,0.762
Male,brown,-0.59,down in RA,FALSE,CXCR3,-0.42038896113527,0.00152190401967156,0.607
Male,brown,-0.59,down in RA,FALSE,CXorf65,-0.308365456488558,0.0121360751521765,0.522
Male,brown,-0.59,down in RA,FALSE,CXXC1,-0.398067976996227,9.08132735759315e-06,0.793
Male,brown,-0.59,down in RA,FALSE,CXXC5,-0.28577381522424,0.0291684096232382,0.48
Male,brown,-0.59,down in RA,FALSE,CYB561,-0.303440397115204,0.0371021993708988,0.445
Male,brown,-0.59,down in RA,FALSE,CYC1,-0.20171858838671,0.0010400421304926,0.589
Male,brown,-0.59,down in RA,FALSE,CYFIP2,-0.408758113804682,3.58304005469828e-06,0.86
Male,brown,-0.59,down in RA,FALSE,CYS1,-0.196064792096593,0.00772056039688074,0.388
Male,brown,-0.59,down in RA,FALSE,D2HGDH,-0.438052462443971,0.000122977975149118,0.633
Male,brown,-0.59,down in RA,FALSE,DAG1,-0.211986775322975,0.042709399142115,0.595
Male,brown,-0.59,down in RA,FALSE,DAXX,-0.34444635068861,0.000126005378751329,0.81
Male,brown,-0.59,down in RA,FALSE,DBP,-0.362271993900513,0.00107485415885038,0.562
Male,brown,-0.59,down in RA,FALSE,DCAF5,-0.191322700623817,0.00337973274536525,0.675
Male,brown,-0.59,down in RA,FALSE,DCAF7,-0.412105109854533,2.23818043437455e-06,0.788
Male,brown,-0.59,down in RA,FALSE,DCAF8,-0.160820861937134,0.0288133829369806,0.594
Male,brown,-0.59,down in RA,FALSE,DCAKD,-0.286005398557706,0.000497884435123239,0.65
Male,brown,-0.59,down in RA,FALSE,DCHS1,-0.558941258415902,3.14907193802042e-05,0.475
Male,brown,-0.59,down in RA,FALSE,DCP1B,-0.181703515191822,0.0489879175438647,0.533
Male,brown,-0.59,down in RA,FALSE,DCPS,-0.314146296610806,0.000460873430479019,0.552
Male,brown,-0.59,down in RA,FALSE,DCTD,-0.21409773491456,0.00574754512794623,0.682
Male,brown,-0.59,down in RA,FALSE,DCTN5,-0.258541037136477,0.00458446952088896,0.611
Male,brown,-0.59,down in RA,FALSE,DCXR,-0.386780616781755,1.13822550984467e-05,0.636
Male,brown,-0.59,down in RA,FALSE,DDB1,-0.393460803070694,3.58566480706e-05,0.73
Male,brown,-0.59,down in RA,FALSE,DDB2,-0.201262566001502,0.0494864472483615,0.551
Male,brown,-0.59,down in RA,FALSE,DDOST,-0.231752001811206,0.000442299589364508,0.799
Male,brown,-0.59,down in RA,FALSE,DDX11,-0.677716693840751,0.000243148969115631,0.426
Male,brown,-0.59,down in RA,FALSE,DDX19A,-0.323800483617361,0.000224188853956038,0.642
Male,brown,-0.59,down in RA,FALSE,DDX24,-0.479093618932592,2.98060648555257e-06,0.882
Male,brown,-0.59,down in RA,FALSE,DDX27,-0.316217573925412,0.000168847327705942,0.814
Male,brown,-0.59,down in RA,FALSE,DDX41,-0.420451385945575,3.21405233238551e-06,0.799
Male,brown,-0.59,down in RA,FALSE,DDX42,-0.242916626039753,0.000460873430479019,0.662
Male,brown,-0.59,down in RA,FALSE,DDX46,-0.216506962319324,0.00114373456271397,0.581
Male,brown,-0.59,down in RA,FALSE,DDX51,-0.455422071350274,8.2269051357317e-05,0.66
Male,brown,-0.59,down in RA,FALSE,DDX54,-0.242749166026772,0.000375171511638304,0.557
Male,brown,-0.59,down in RA,FALSE,DDX56,-0.365109180164731,0.000106182166912007,0.795
Male,brown,-0.59,down in RA,FALSE,DENND1C,-0.469741706774944,2.67810445509904e-05,0.834
Male,brown,-0.59,down in RA,FALSE,DEPDC5,-0.31234247789197,0.000171322784941638,0.672
Male,brown,-0.59,down in RA,FALSE,DET1,-0.210931551002234,0.0444053548829888,0.436
Male,brown,-0.59,down in RA,FALSE,DEXI,-0.290153100312983,0.00158844450252828,0.702
Male,brown,-0.59,down in RA,FALSE,DFFA,-0.304291658624646,0.00575903408013804,0.586
Male,brown,-0.59,down in RA,FALSE,DGCR6L,-0.139585989790025,0.0365688614710118,0.31
Male,brown,-0.59,down in RA,FALSE,DGKA,-0.598107764201628,1.09934962298296e-05,0.793
Male,brown,-0.59,down in RA,FALSE,DGKD,-0.364837704324128,7.29941890296575e-05,0.67
Male,brown,-0.59,down in RA,FALSE,DHDDS,-0.227574150557758,0.000222711381535402,0.592
Male,brown,-0.59,down in RA,FALSE,DHPS,-0.339607188094065,0.000145595146527002,0.733
Male,brown,-0.59,down in RA,FALSE,DHRS3,-0.380210832674537,0.00446438147881131,0.693
Male,brown,-0.59,down in RA,FALSE,DHX30,-0.259946979599837,0.00342619526746678,0.697
Male,brown,-0.59,down in RA,FALSE,DHX33,-0.411007335523655,7.69747591116111e-06,0.726
Male,brown,-0.59,down in RA,FALSE,DHX37,-0.271011651471591,0.000732467985652033,0.484
Male,brown,-0.59,down in RA,FALSE,DHX38,-0.211346154649233,0.0148270846123744,0.537
Male,brown,-0.59,down in RA,FALSE,DHX9,-0.192521696505282,0.00733356305496,0.465
Male,brown,-0.59,down in RA,FALSE,DKFZP586I1420,-0.216048746395366,0.00107777975929913,0.608
Male,brown,-0.59,down in RA,FALSE,DLST,-0.199742887077321,0.0192981713888306,0.567
Male,brown,-0.59,down in RA,FALSE,DMAP1,-0.373275125160471,3.52877614289075e-06,0.692
Male,brown,-0.59,down in RA,FALSE,DMPK,-0.28208852908444,0.026672388884481,0.425
Male,brown,-0.59,down in RA,FALSE,DMWD,-0.21297288512516,0.0380125257988042,0.462
Male,brown,-0.59,down in RA,FALSE,DNAH1,-0.473771658372549,2.54234198188994e-06,0.685
Male,brown,-0.59,down in RA,FALSE,DNAJB1,-0.315353962752972,3.60196100566522e-05,0.796
Male,brown,-0.59,down in RA,FALSE,DNAJC11,-0.585939360387724,6.04796403658513e-08,0.844
Male,brown,-0.59,down in RA,FALSE,DNAJC7,-0.211892127084625,0.0105381232948163,0.492
Male,brown,-0.59,down in RA,FALSE,DND1,-0.210052541791387,0.0225227066617896,0.642
Male,brown,-0.59,down in RA,FALSE,DNHD1,-0.38161336917932,0.000255444920875643,0.522
Male,brown,-0.59,down in RA,FALSE,DNM1,-0.211369009577373,0.0327798896586721,0.299
Male,brown,-0.59,down in RA,FALSE,DNMT1,-0.596447892256368,7.17952336921064e-07,0.859
Male,brown,-0.59,down in RA,FALSE,DNPEP,-0.248771802443971,0.000776485800917733,0.722
Male,brown,-0.59,down in RA,FALSE,DOC2A,-0.235648493538741,0.00908869530602382,0.498
Male,brown,-0.59,down in RA,FALSE,DOK2,-0.381375950690892,9.13932343416226e-05,0.686
Male,brown,-0.59,down in RA,FALSE,DOLPP1,-0.241399367698295,0.000811073239668274,0.577
Male,brown,-0.59,down in RA,FALSE,DOT1L,-0.332925601396559,0.000176994255452742,0.62
Male,brown,-0.59,down in RA,FALSE,DPAGT1,-0.467336604138747,1.42752848181147e-07,0.83
Male,brown,-0.59,down in RA,FALSE,DPH2,-0.1886183200676,0.00681488748002433,0.4
Male,brown,-0.59,down in RA,FALSE,DPP3,-0.195032998149809,0.0180559395713234,0.574
Male,brown,-0.59,down in RA,FALSE,DPP7,-0.239895037749279,0.0112597854875816,0.615
Male,brown,-0.59,down in RA,FALSE,DPP9,-0.3412057501641,0.000106546378112809,0.694
Male,brown,-0.59,down in RA,FALSE,DPYSL2,-0.34919243195428,0.00193076608420432,0.455
Male,brown,-0.59,down in RA,FALSE,DRG2,-0.173603317621268,0.0197216690597069,0.672
Male,brown,-0.59,down in RA,FALSE,DSERG1,-0.309770928884555,0.0467160864767525,0.619
Male,brown,-0.59,down in RA,FALSE,DTX1,-0.417050755649399,0.0018510541964943,0.474
Male,brown,-0.59,down in RA,FALSE,DTX3,-0.212228381974063,0.0394410532441757,0.38
Male,brown,-0.59,down in RA,FALSE,DUS1L,-0.18269541446884,0.0117289382711084,0.653
Male,brown,-0.59,down in RA,FALSE,DVL1,-0.257097606630035,0.0137565604674795,0.54
Male,brown,-0.59,down in RA,FALSE,DVL2,-0.294289965702958,0.00014613985075221,0.697
Male,brown,-0.59,down in RA,FALSE,DYNC1H1,-0.403314380405971,2.8080930302178e-05,0.741
Male,brown,-0.59,down in RA,FALSE,DYNLL2,-0.337503172658756,0.00319245960634493,0.5
Male,brown,-0.59,down in RA,FALSE,DYNLRB1,-0.34145142750263,0.000248222674249024,0.718
Male,brown,-0.59,down in RA,FALSE,ECHS1,-0.519934266560568,1.10193228608394e-07,0.852
Male,brown,-0.59,down in RA,FALSE,EDC3,-0.410358641927845,8.90807087620283e-06,0.789
Male,brown,-0.59,down in RA,FALSE,EDC4,-0.377761129897119,1.08767350359741e-05,0.684
Male,brown,-0.59,down in RA,FALSE,EDF1,-0.30896863189097,0.00056443494576091,0.782
Male,brown,-0.59,down in RA,FALSE,EEF2,-0.221224073225665,5.24388345360669e-05,0.741
Male,brown,-0.59,down in RA,FALSE,EEFSEC,-0.260030611095317,0.00126191826466126,0.481
Male,brown,-0.59,down in RA,FALSE,EFTUD2,-0.5292786385155,2.97569626428015e-07,0.807
Male,brown,-0.59,down in RA,FALSE,EHD4,-0.399155061654613,0.000310648206363306,0.65
Male,brown,-0.59,down in RA,FALSE,EHMT1,-0.248314450682044,0.0197387156016306,0.654
Male,brown,-0.59,down in RA,FALSE,EHMT2,-0.545089353674496,3.43491256627469e-05,0.742
Male,brown,-0.59,down in RA,FALSE,EI24,-0.184523949917259,0.00576585180014003,0.54
Male,brown,-0.59,down in RA,FALSE,EIF1AD,-0.203397448085939,0.00385721970881693,0.655
Male,brown,-0.59,down in RA,FALSE,EIF2B1,-0.193890106006627,0.000512137122163281,0.631
Male,brown,-0.59,down in RA,FALSE,EIF2B4,-0.361821278087047,1.77837694769685e-06,0.794
Male,brown,-0.59,down in RA,FALSE,EIF2B5,-0.307163501247808,0.00019886369786541,0.843
Male,brown,-0.59,down in RA,FALSE,EIF3B,-0.6261368645975,1.06254798682277e-05,0.768
Male,brown,-0.59,down in RA,FALSE,EIF3D,-0.182522641684596,0.0267315687234769,0.618
Male,brown,-0.59,down in RA,FALSE,EIF3G,-0.31643297550977,0.000127518008660225,0.778
Male,brown,-0.59,down in RA,FALSE,EIF4A3,-0.393535255686979,9.9683914106027e-06,0.749
Male,brown,-0.59,down in RA,FALSE,EIF4H,-0.188295787589907,0.0024440765386996,0.677
Male,brown,-0.59,down in RA,FALSE,EIF5A,-0.259985373673121,0.0156820742882019,0.517
Male,brown,-0.59,down in RA,FALSE,EIF5B,-0.373832748850041,0.000237299326203947,0.685
Male,brown,-0.59,down in RA,FALSE,EIF6,-0.436703260723973,6.02420236907741e-07,0.743
Male,brown,-0.59,down in RA,FALSE,ELAC2,-0.454191930435905,7.24747175863926e-05,0.734
Male,brown,-0.59,down in RA,FALSE,ELAVL1,-0.33730585104085,2.3419087050424e-06,0.748
Male,brown,-0.59,down in RA,FALSE,ELMO3,-0.330089919743279,2.32074824164078e-05,0.414
Male,brown,-0.59,down in RA,FALSE,ELP3,-0.382845943144792,0.000357293803401249,0.772
Male,brown,-0.59,down in RA,FALSE,EMD,-0.297797974128783,0.00187371567293123,0.67
Male,brown,-0.59,down in RA,FALSE,EME2,-0.274254565385953,0.00641231421246468,0.644
Male,brown,-0.59,down in RA,FALSE,EML3,-0.505707605584416,9.90926277547962e-07,0.687
Male,brown,-0.59,down in RA,FALSE,EMP3,-0.305498061642664,0.000447554674300348,0.786
Male,brown,-0.59,down in RA,FALSE,ENDOG,-0.297479388635498,0.00711563393413365,0.5
Male,brown,-0.59,down in RA,FALSE,ENGASE,-0.414087974746573,3.064250925011e-06,0.561
Male,brown,-0.59,down in RA,FALSE,ENO1,-0.509697905114817,2.47954839376653e-06,0.783
Male,brown,-0.59,down in RA,FALSE,ENO3,-0.491481270869582,0.00039883109598873,0.635
Male,brown,-0.59,down in RA,FALSE,ENTPD5,-0.477322475340252,3.73972269561034e-05,0.545
Male,brown,-0.59,down in RA,FALSE,ENTPD6,-0.276126074083954,0.000154867802086157,0.651
Male,brown,-0.59,down in RA,FALSE,EP400,-0.385083847232155,4.66410685116019e-05,0.695
Male,brown,-0.59,down in RA,FALSE,EPB41L2,-0.59873426134706,0.000103587425215767,0.513
Male,brown,-0.59,down in RA,FALSE,EPHA1,-0.264838796903082,0.041000340963558,0.418
Male,brown,-0.59,down in RA,FALSE,EPHB6,-0.511104208205461,1.4104290573282e-05,0.526
Male,brown,-0.59,down in RA,FALSE,ERAL1,-0.391931047587859,9.82535054384839e-05,0.592
Male,brown,-0.59,down in RA,FALSE,ERAP2,-0.453569873972961,0.0388800478584934,0.375
Male,brown,-0.59,down in RA,FALSE,ERCC2,-0.450595904733851,2.98624188275601e-05,0.462
Male,brown,-0.59,down in RA,FALSE,ERGIC3,-0.205439893516257,0.0025682297257344,0.69
Male,brown,-0.59,down in RA,FALSE,ERI3,-0.302003543814785,0.00101580862558895,0.566
Male,brown,-0.59,down in RA,FALSE,ESD,-0.247448796634253,0.00156366976547057,0.557
Male,brown,-0.59,down in RA,FALSE,ESYT1,-0.484406173903333,3.68027202396079e-06,0.864
Male,brown,-0.59,down in RA,FALSE,EWSR1,-0.165013580278913,0.00474976466828167,0.546
Male,brown,-0.59,down in RA,FALSE,EXOC2,-0.219426393105132,0.0179491389860815,0.55
Male,brown,-0.59,down in RA,FALSE,EXOC7,-0.363854173970793,1.49885246328957e-05,0.76
Male,brown,-0.59,down in RA,FALSE,EXOSC10,-0.510690436055583,7.69283050278822e-07,0.902
Male,brown,-0.59,down in RA,FALSE,EXOSC5,-0.228497386674885,0.00784867071804437,0.43
Male,brown,-0.59,down in RA,FALSE,EZR,-0.392418412227058,1.42646757388333e-05,0.775
Male,brown,-0.59,down in RA,FALSE,FAF1,-0.371174988197633,1.90071008366796e-05,0.7
Male,brown,-0.59,down in RA,FALSE,FAF2,-0.171530608764973,0.00407312870333433,0.372
Male,brown,-0.59,down in RA,FALSE,FAHD2A,-0.209991679354825,0.0218257008424983,0.559
Male,brown,-0.59,down in RA,FALSE,FAM109A,-0.318602309043996,0.0012026978935587,0.512
Male,brown,-0.59,down in RA,FALSE,FAM127A,-0.406968844038536,7.68645414782162e-06,0.677
Male,brown,-0.59,down in RA,FALSE,FAM134C,-0.388009494239856,1.90071008366796e-05,0.864
Male,brown,-0.59,down in RA,FALSE,FAM160B2,-0.264696685561238,0.00370884379261376,0.653
Male,brown,-0.59,down in RA,FALSE,FAM168B,-0.334315768506989,3.18957505238915e-06,0.721
Male,brown,-0.59,down in RA,FALSE,FAM181A,-0.179344428088387,0.0277860886320704,0.283
Male,brown,-0.59,down in RA,FALSE,FAM189B,-0.465649534994648,1.42042626563673e-05,0.65
Male,brown,-0.59,down in RA,FALSE,FAM3A,-0.330382867769592,5.70103482369356e-05,0.498
Male,brown,-0.59,down in RA,FALSE,FAM50A,-0.238715488913649,0.00284413806592469,0.503
Male,brown,-0.59,down in RA,FALSE,FAM53B,-0.440069734018297,6.06714376186327e-06,0.732
Male,brown,-0.59,down in RA,FALSE,FAM83H,-0.214444824024687,0.0424121537574522,0.449
Male,brown,-0.59,down in RA,FALSE,FANCE,-0.189553940822429,0.00558604125119937,0.423
Male,brown,-0.59,down in RA,FALSE,FARP2,-0.164551061800348,0.0211911923599322,0.331
Male,brown,-0.59,down in RA,FALSE,FARS2,-0.215317483815889,0.0320921312694128,0.39
Male,brown,-0.59,down in RA,FALSE,FARSA,-0.391359220806142,7.4957702093243e-05,0.769
Male,brown,-0.59,down in RA,FALSE,FARSB,-0.353117180836399,2.32074824164078e-05,0.753
Male,brown,-0.59,down in RA,FALSE,FASTK,-0.254420929506643,0.00207157506488678,0.682
Male,brown,-0.59,down in RA,FALSE,FBRSL1,-0.359895101072531,1.76772604426057e-05,0.727
Male,brown,-0.59,down in RA,FALSE,FBXL15,-0.194561345387168,0.0151862015035528,0.416
Male,brown,-0.59,down in RA,FALSE,FBXO21,-0.265226711867068,0.00274159439976134,0.719
Male,brown,-0.59,down in RA,FALSE,FBXO31,-0.312920579372138,0.00106057244300268,0.727
Male,brown,-0.59,down in RA,FALSE,FBXW4,-0.309161374428925,0.00122738104534,0.791
Male,brown,-0.59,down in RA,FALSE,FBXW5,-0.215933886774171,0.0122410713071696,0.529
Male,brown,-0.59,down in RA,FALSE,FBXW8,-0.211710050115711,0.0270190946925258,0.407
Male,brown,-0.59,down in RA,FALSE,FCGBP,-0.680896095232066,0.00208026809057995,0.506
Male,brown,-0.59,down in RA,FALSE,FDFT1,-0.192965955502921,0.00757313964885915,0.6
Male,brown,-0.59,down in RA,FALSE,FDPS,-0.316494072622072,0.000110436044069691,0.685
Male,brown,-0.59,down in RA,FALSE,FDX1L,-0.212183665666656,0.0219488917745151,0.466
Male,brown,-0.59,down in RA,FALSE,FDXR,-0.232818124478413,0.0117317759658718,0.419
Male,brown,-0.59,down in RA,FALSE,FGD2,-0.328527522414257,0.00237405592644389,0.427
Male,brown,-0.59,down in RA,FALSE,FH,-0.249306149422313,0.00230365400763174,0.655
Male,brown,-0.59,down in RA,FALSE,FIBP,-0.370195484058739,8.41153500965529e-06,0.735
Male,brown,-0.59,down in RA,FALSE,FIZ1,-0.3364579398864,0.0185530321070471,0.449
Male,brown,-0.59,down in RA,FALSE,FKBP2,-0.284874828732632,0.00754031407407828,0.675
Male,brown,-0.59,down in RA,FALSE,FKBP4,-0.46596768060313,1.99288451477411e-05,0.728
Male,brown,-0.59,down in RA,FALSE,FLAD1,-0.307003923335064,0.000199493582589025,0.625
Male,brown,-0.59,down in RA,FALSE,FLNA,-0.622246570220846,6.39197494276252e-07,0.812
Male,brown,-0.59,down in RA,FALSE,FLNB,-0.468725253268006,0.000735453050345954,0.655
Male,brown,-0.59,down in RA,FALSE,FMNL3,-0.387426643058024,0.00044802550830584,0.484
Male,brown,-0.59,down in RA,FALSE,FNBP1,-0.464415634820349,3.57823861328379e-06,0.813
Male,brown,-0.59,down in RA,FALSE,FNIP2,-0.450291515393733,5.95130869494203e-05,0.679
Male,brown,-0.59,down in RA,FALSE,FOXJ3,-0.19591274817891,0.041935134872503,0.413
Male,brown,-0.59,down in RA,FALSE,FOXK1,-0.298958489143681,0.000246905327399468,0.686
Male,brown,-0.59,down in RA,FALSE,FOXP1,-0.320732979960004,6.16614404048877e-05,0.774
Male,brown,-0.59,down in RA,FALSE,FOXP3,-0.31566200244265,0.00921397322337603,0.453
Male,brown,-0.59,down in RA,FALSE,FOXP4,-0.569728221079892,2.33632722807636e-05,0.624
Male,brown,-0.59,down in RA,FALSE,FOXRED1,-0.238141931630383,0.00956138585650119,0.554
Male,brown,-0.59,down in RA,FALSE,FOXRED2,-0.549816645853607,0.000448282972430009,0.405
Male,brown,-0.59,down in RA,FALSE,FPGS,-0.354688398047159,0.00042821756050813,0.578
Male,brown,-0.59,down in RA,FALSE,FTO,-0.560324776087982,1.4609701842468e-06,0.865
Male,brown,-0.59,down in RA,FALSE,FTSJ3,-0.525552851278255,8.16448729635636e-07,0.767
Male,brown,-0.59,down in RA,FALSE,FUK,-0.273990667531573,0.00032181366712514,0.641
Male,brown,-0.59,down in RA,FALSE,FUS,-0.304048851282722,0.000877504944925889,0.699
Male,brown,-0.59,down in RA,FALSE,FXYD5,-0.443165134316854,5.6210701123604e-06,0.858
Male,brown,-0.59,down in RA,FALSE,FYN,-0.320653848527899,5.61351496788197e-05,0.822
Male,brown,-0.59,down in RA,FALSE,G6PC3,-0.156906720601378,0.0492927460006542,0.571
Male,brown,-0.59,down in RA,FALSE,GABBR1,-0.556420385025332,2.86835528557987e-05,0.724
Male,brown,-0.59,down in RA,FALSE,GALK2,-0.300632420528903,0.00583053974542277,0.646
Male,brown,-0.59,down in RA,FALSE,GALNT6,-0.493483850069345,0.000239438428181643,0.452
Male,brown,-0.59,down in RA,FALSE,GALT,-0.426414440610101,2.32799476715338e-06,0.779
Male,brown,-0.59,down in RA,FALSE,GANAB,-0.468800592587706,4.58576499011419e-07,0.861
Male,brown,-0.59,down in RA,FALSE,GANC,-0.476847248892667,0.000228009619007364,0.57
Male,brown,-0.59,down in RA,FALSE,GAR1,-0.301776138082344,0.00431935405421172,0.535
Male,brown,-0.59,down in RA,FALSE,GARS,-0.364648223656873,1.2867694964749e-06,0.8
Male,brown,-0.59,down in RA,FALSE,GCDH,-0.531523364128308,4.64260076168551e-05,0.629
Male,brown,-0.59,down in RA,FALSE,GDPD5,-0.478635264584453,0.000703841496909619,0.564
Male,brown,-0.59,down in RA,FALSE,GEMIN4,-0.498177583725407,2.23457494745436e-05,0.744
Male,brown,-0.59,down in RA,FALSE,GEMIN5,-0.364200725376308,4.65314034035099e-05,0.639
Male,brown,-0.59,down in RA,FALSE,GFOD1,-0.347994258281918,0.00665321567557949,0.411
Male,brown,-0.59,down in RA,FALSE,GGA2,-0.511045397291717,9.91697465562785e-07,0.809
Male,brown,-0.59,down in RA,FALSE,GHDC,-0.211731230388768,0.0306505133733649,0.415
Male,brown,-0.59,down in RA,FALSE,GIMAP8,-0.390094800233511,7.61792165937796e-05,0.605
Male,brown,-0.59,down in RA,FALSE,GIPC1,-0.231267008567263,0.0337662580007154,0.407
Male,brown,-0.59,down in RA,FALSE,GIPC3,-0.21398416400792,0.0209119810604151,0.422
Male,brown,-0.59,down in RA,FALSE,GLG1,-0.602281003709625,1.41994694253207e-06,0.817
Male,brown,-0.59,down in RA,FALSE,GMPPA,-0.405207359167825,2.23377912190199e-05,0.648
Male,brown,-0.59,down in RA,FALSE,GNG7,-0.442800299535607,0.0019424835076344,0.481
Male,brown,-0.59,down in RA,FALSE,GNL3L,-0.471666611604047,5.52588745606282e-06,0.717
Male,brown,-0.59,down in RA,FALSE,GOLGA3,-0.426066042152602,4.14590163443764e-06,0.832
Male,brown,-0.59,down in RA,FALSE,GON4L,-0.378977433725077,7.17952336921064e-07,0.76
Male,brown,-0.59,down in RA,FALSE,GORASP2,-0.324378225016374,2.43451649898634e-05,0.801
Male,brown,-0.59,down in RA,FALSE,GOT2,-0.450772343289389,3.17340969926812e-05,0.849
Male,brown,-0.59,down in RA,FALSE,GPAA1,-0.329376338574408,0.000805423190011739,0.582
Male,brown,-0.59,down in RA,FALSE,GPATCH1,-0.181801970526504,0.0256077237623452,0.492
Male,brown,-0.59,down in RA,FALSE,GPATCH8,-0.29702677224029,0.000911702376824334,0.736
Male,brown,-0.59,down in RA,FALSE,GPI,-0.602244063191109,1.31129545120068e-06,0.907
Male,brown,-0.59,down in RA,FALSE,GPKOW,-0.252367529258113,0.00160472018690027,0.593
Male,brown,-0.59,down in RA,FALSE,GPS1,-0.364880585616721,7.92507288358946e-05,0.77
Male,brown,-0.59,down in RA,FALSE,GRWD1,-0.414241898805036,2.4660343944647e-05,0.765
Male,brown,-0.59,down in RA,FALSE,GSDMB,-0.471250715780795,0.000662629240518657,0.578
Male,brown,-0.59,down in RA,FALSE,GSS,-0.291771451687916,3.06542474969433e-05,0.728
Male,brown,-0.59,down in RA,FALSE,GSTK1,-0.138036131128432,0.0301368237583765,0.577
Male,brown,-0.59,down in RA,FALSE,GSTP1,-0.489244696345342,2.1581429036233e-06,0.7
Male,brown,-0.59,down in RA,FALSE,GTF2I,-0.269039069708622,0.0165716930358308,0.388
Male,brown,-0.59,down in RA,FALSE,GTF3C1,-0.269696273796211,0.00144162818060299,0.507
Male,brown,-0.59,down in RA,FALSE,GTF3C2,-0.317002201203404,3.18460631853317e-05,0.697
Male,brown,-0.59,down in RA,FALSE,GTF3C5,-0.233840936257427,0.00068110030611121,0.584
